,Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG,Cap,GP%,Cap%
3479,Jon Brockman,SAC,2010, PF,457588,23,200.66,115.66596,52,2.8,4.1,0.4,-1.7,0.192,0.202,0.102,0.564,0.049,25-57,0.305,82,57700000,0.6341463414634146,0.00793046793760832
3480,Tyreke Evans,SAC,2010, G,3610080,20,198.12,99.79024,72,20.1,5.3,5.8,-7.0,0.027,0.136,0.264,0.529,0.268,25-57,0.305,82,57700000,0.8780487804878049,0.06256637781629117
3481,Carl Landry,SAC,2010, PF,3000000,26,205.74,112.490816,80,16.8,5.9,0.8,-2.9,0.086,0.136,0.227,0.6,0.048,25-57,0.305,82,57700000,0.975609756097561,0.05199306759098787
3482,Andres Nocioni,SAC,2010, SF,7500000,30,200.66,102.0582,75,8.5,3.0,1.0,-6.1,0.024,0.149,0.206,0.504,0.077,25-57,0.305,82,57700000,0.9146341463414634,0.12998266897746968
3483,Beno Udrih,SAC,2010, PG,6031800,27,190.5,92.98636,79,12.9,2.8,4.7,-5.1,0.017,0.086,0.185,0.566,0.239,25-57,0.305,82,57700000,0.9634146341463414,0.10453726169844021
3484,Ime Udoka,SAC,2010, F,786650,32,195.58,99.79024,69,3.6,2.8,0.8,-0.8,0.061,0.168,0.143,0.47,0.091,25-57,0.305,82,57700000,0.8414634146341463,0.013633448873483535
3485,Jason Thompson,SAC,2010, PF,2035920,23,210.82,113.398,75,12.5,8.5,1.7,-5.4,0.107,0.203,0.197,0.518,0.084,25-57,0.305,82,57700000,0.9146341463414634,0.03528457538994801
3486,Donte Greene,SAC,2010, SF,870000,22,210.82,102.511792,76,8.5,3.1,0.9,-4.2,0.037,0.128,0.193,0.526,0.067,25-57,0.305,82,57700000,0.926829268292683,0.015077989601386482
3487,Dominic McGuire,SAC,2010, PF,825497,24,205.74,99.79024,51,0.7,1.5,0.2,-16.1,0.078,0.2,0.107,0.345,0.059,25-57,0.305,82,57700000,0.6219512195121951,0.014306707105719237
3489,Francisco Garcia,SAC,2010, SG,5800000,28,200.66,88.45044,25,8.1,2.6,1.8,-3.7,0.021,0.11,0.158,0.55,0.119,25-57,0.305,82,57700000,0.3048780487804878,0.10051993067590988
3491,Randolph Morris,ATL,2010, C,855189,24,210.82,124.7378,28,2.2,1.4,0.1,-8.0,0.093,0.246,0.221,0.586,0.027,53-29,0.646,82,57700000,0.34146341463414637,0.014821299826689775
3492,Maurice Evans,ATL,2010, SG,2500000,31,195.58,99.79024,79,5.7,1.9,0.6,0.2,0.05,0.088,0.149,0.539,0.056,53-29,0.646,82,57700000,0.9634146341463414,0.043327556325823226
3493,Marvin Williams,ATL,2010, PF,7500000,24,205.74,108.86208,81,10.1,5.1,1.1,6.4,0.05,0.147,0.159,0.54,0.056,53-29,0.646,82,57700000,0.9878048780487805,0.12998266897746968
3494,Mario West,ATL,2010, SG,451595,26,195.58,95.25432,39,0.8,0.7,0.2,1.7,0.077,0.135,0.106,0.591,0.092,53-29,0.646,82,57700000,0.47560975609756095,0.007826603119584056
3495,Joe Smith,ATL,2010, PF,825497,34,208.28,102.0582,64,3.0,2.5,0.3,-1.6,0.127,0.188,0.179,0.453,0.055,53-29,0.646,82,57700000,0.7804878048780488,0.014306707105719237
3496,Joe Johnson,ATL,2010, G,14976754,29,200.66,108.86208,76,21.3,4.6,4.9,6.0,0.03,0.114,0.267,0.538,0.216,53-29,0.646,82,57700000,0.926829268292683,0.2595624610051993
3497,Jeff Teague,ATL,2010, PG,1373880,22,187.96,81.64656,71,3.2,0.9,1.7,-2.0,0.008,0.106,0.183,0.459,0.258,53-29,0.646,82,57700000,0.8658536585365854,0.023810745233968804
3498,Josh Smith,ATL,2010, PF,10800000,24,205.74,108.86208,81,15.7,8.7,4.2,7.3,0.09,0.196,0.224,0.536,0.187,53-29,0.646,82,57700000,0.9878048780487805,0.18717504332755633
3499,Al Horford,ATL,2010, PF,4307640,24,208.28,111.13004,81,14.2,9.9,2.3,8.2,0.097,0.231,0.179,0.594,0.102,53-29,0.646,82,57700000,0.9878048780487805,0.07465580589254767
3500,Mike Bibby,ATL,2010, PG,6217617,32,187.96,88.45044,80,9.1,2.3,3.9,7.1,0.01,0.086,0.162,0.538,0.204,53-29,0.646,82,57700000,0.975609756097561,0.10775766031195841
3501,Jamal Crawford,ATL,2010, SG,9360000,30,195.58,90.7184,79,18.0,2.5,3.0,4.4,0.016,0.08,0.254,0.573,0.163,53-29,0.646,82,57700000,0.9634146341463414,0.16221837088388216
3502,Jason Collins,ATL,2010, C,825497,31,213.36,115.66596,24,0.7,0.6,0.2,-11.0,0.052,0.083,0.111,0.335,0.053,53-29,0.646,82,57700000,0.2926829268292683,0.014306707105719237
3503,Zaza Pachulia,ATL,2010, C,4750000,26,210.82,124.7378,78,4.3,3.8,0.5,0.2,0.12,0.2,0.152,0.539,0.058,53-29,0.646,82,57700000,0.9512195121951219,0.08232235701906412
3504,Peja Stojakovic,NOH,2010, SF,13392000,33,208.28,103.872568,62,12.6,3.7,1.5,-1.5,0.022,0.112,0.184,0.533,0.072,37-45,0.451,82,57700000,0.7560975609756098,0.23209705372616984
3505,Sean Marks,NOH,2010, PF,825497,34,208.28,113.398,14,0.7,1.6,0.1,-1.3,0.156,0.138,0.068,0.49,0.037,37-45,0.451,82,57700000,0.17073170731707318,0.014306707105719237
3506,Marcus Thornton,NOH,2010, SG,457588,23,193.04,92.98636,73,14.5,2.9,1.6,-2.2,0.045,0.09,0.252,0.55,0.103,37-45,0.451,82,57700000,0.8902439024390244,0.00793046793760832
3507,Morris Peterson,NOH,2010, SG,5800000,32,200.66,99.79024,46,7.1,2.7,0.9,-5.3,0.02,0.141,0.163,0.503,0.059,37-45,0.451,82,57700000,0.5609756097560976,0.10051993067590988
3508,Julian Wright,NOH,2010, SF,2000040,23,203.2,102.0582,68,3.8,2.1,0.6,-0.4,0.079,0.119,0.151,0.518,0.066,37-45,0.451,82,57700000,0.8292682926829268,0.03466273830155979
3509,Chris Paul,NOH,2010, PG,13520500,25,182.88,79.3786,45,18.7,4.2,10.7,1.0,0.013,0.118,0.226,0.584,0.456,37-45,0.451,82,57700000,0.5487804878048781,0.23432409012131716
3510,Darren Collison,NOH,2010, G,1266120,22,182.88,72.57472,76,12.4,2.5,5.7,-4.4,0.023,0.086,0.23,0.546,0.323,37-45,0.451,82,57700000,0.926829268292683,0.02194315424610052
3511,Darius Songaila,NOH,2010, PF,4526000,32,205.74,112.490816,75,7.2,3.1,0.9,-2.7,0.05,0.156,0.197,0.522,0.081,37-45,0.451,82,57700000,0.9146341463414634,0.07844020797227036
3512,Aaron Gray,NOH,2010, C,1000497,25,213.36,122.46984,32,3.3,3.3,0.7,-1.7,0.164,0.23,0.164,0.551,0.109,37-45,0.451,82,57700000,0.3902439024390244,0.01733963604852686
3513,James Posey,NOH,2010, SF,6031800,33,203.2,98.429464,77,5.2,4.3,1.5,-2.1,0.022,0.209,0.116,0.525,0.096,37-45,0.451,82,57700000,0.9390243902439024,0.10453726169844021
3515,David West,NOH,2010, F,9075000,29,205.74,108.86208,81,19.0,7.5,3.0,-2.4,0.065,0.177,0.241,0.56,0.135,37-45,0.451,82,57700000,0.9878048780487805,0.1572790294627383
3516,Emeka Okafor,NOH,2010, C,10797500,27,208.28,115.66596,82,10.4,9.0,0.7,-2.9,0.12,0.245,0.171,0.547,0.035,37-45,0.451,82,57700000,1.0,0.1871317157712305
3517,Quentin Richardson,MIA,2010, SF,8700000,30,198.12,103.418976,76,8.9,4.9,1.2,6.3,0.037,0.172,0.147,0.572,0.067,47-35,0.573,82,57700000,0.926829268292683,0.15077989601386482
3518,Rafer Alston,MIA,2010, PG,475875,33,187.96,79.3786,52,8.2,2.5,3.4,-4.7,0.01,0.095,0.185,0.443,0.2,47-35,0.573,82,57700000,0.6341463414634146,0.008247400346620451
3520,Michael Beasley,MIA,2010, SF,4638600,21,208.28,106.59412,78,14.8,6.4,1.3,0.9,0.062,0.19,0.257,0.505,0.076,47-35,0.573,82,57700000,0.9512195121951219,0.08039168110918544
3521,Mario Chalmers,MIA,2010, G,756000,24,185.42,86.18248,73,7.1,1.8,3.4,1.5,0.016,0.072,0.163,0.519,0.217,47-35,0.573,82,57700000,0.8902439024390244,0.013102253032928942
3522,Joel Anthony,MIA,2010, PF,825497,27,205.74,111.13004,80,2.7,3.1,0.2,2.8,0.111,0.108,0.088,0.546,0.014,47-35,0.573,82,57700000,0.975609756097561,0.014306707105719237
3523,Jermaine O'Neal,MIA,2010, C,23016000,31,210.82,115.66596,70,13.6,6.9,1.3,5.1,0.075,0.21,0.229,0.563,0.078,47-35,0.573,82,57700000,0.8536585365853658,0.3988908145580589
3524,Carlos Arroyo,MIA,2010, PG,825497,30,187.96,91.625584,72,6.1,1.8,3.1,3.4,0.02,0.077,0.143,0.529,0.23,47-35,0.573,82,57700000,0.8780487804878049,0.014306707105719237
3525,Daequan Cook,MIA,2010, SG,1362120,23,195.58,95.25432,45,5.0,1.8,1.0,-1.1,0.014,0.118,0.197,0.422,0.109,47-35,0.573,82,57700000,0.5487804878048781,0.02360693240901213
3526,James Jones,MIA,2010, SG,4330000,29,203.2,99.79024,36,4.1,1.3,0.5,-0.4,0.009,0.094,0.135,0.556,0.056,47-35,0.573,82,57700000,0.43902439024390244,0.07504332755632583
3527,Jamaal Magloire,MIA,2010, C,825497,32,210.82,115.66596,36,2.1,3.4,0.0,-0.6,0.133,0.261,0.131,0.47,0.005,47-35,0.573,82,57700000,0.43902439024390244,0.014306707105719237
3528,Udonis Haslem,MIA,2010, PF,7100000,30,203.2,106.59412,78,9.9,8.1,0.7,3.1,0.092,0.252,0.172,0.538,0.042,47-35,0.573,82,57700000,0.9512195121951219,0.12305025996533796
3530,Dwyane Wade,MIA,2010, G,15779912,28,193.04,99.79024,77,26.6,4.8,6.5,7.4,0.046,0.111,0.342,0.562,0.334,47-35,0.573,82,57700000,0.9390243902439024,0.27348201039861353
3531,Dorell Wright,MIA,2010, SF,2887165,24,205.74,95.25432,72,7.1,3.3,1.3,2.8,0.04,0.149,0.16,0.567,0.102,47-35,0.573,82,57700000,0.8780487804878049,0.050037521663778166
3532,Pau Gasol,LAL,2010, PF,16452000,29,213.36,113.398,65,18.3,11.3,3.4,6.2,0.116,0.228,0.213,0.593,0.147,57-25,0.695,82,57700000,0.7926829268292683,0.2851299826689775
3533,Sasha Vujacic,LAL,2010, SG,5000000,26,200.66,92.98636,67,2.8,1.2,0.6,-2.8,0.045,0.11,0.148,0.518,0.113,57-25,0.695,82,57700000,0.8170731707317073,0.08665511265164645
3534,Shannon Brown,LAL,2010, PG,1990000,24,193.04,95.25432,82,8.1,2.2,1.3,1.0,0.02,0.1,0.189,0.517,0.105,57-25,0.695,82,57700000,1.0,0.034488734835355285
3535,Luke Walton,LAL,2010, SF,4840000,30,203.2,106.59412,29,2.4,1.3,1.4,-8.5,0.046,0.109,0.161,0.402,0.223,57-25,0.695,82,57700000,0.35365853658536583,0.08388214904679377
3536,Lamar Odom,LAL,2010, PF,7500000,30,208.28,104.32616,82,10.8,9.8,3.3,6.1,0.08,0.263,0.17,0.533,0.159,57-25,0.695,82,57700000,1.0,0.12998266897746968
3537,Metta World Peace,LAL,2010, SF,5854000,30,200.66,117.93392,77,11.0,4.3,3.0,6.8,0.043,0.098,0.163,0.514,0.132,57-25,0.695,82,57700000,0.9390243902439024,0.10145580589254766
3538,Kobe Bryant,LAL,2010, SF,23034375,31,198.12,92.98636,73,27.0,5.4,5.0,8.5,0.032,0.122,0.323,0.545,0.23,57-25,0.695,82,57700000,0.8902439024390244,0.3992092720970537
3539,Josh Powell,LAL,2010, PF,959111,27,205.74,108.86208,63,2.7,1.8,0.6,-5.6,0.08,0.147,0.186,0.407,0.097,57-25,0.695,82,57700000,0.7682926829268293,0.016622374350086656
3540,Jordan Farmar,LAL,2010, PG,1947240,23,187.96,81.64656,82,7.2,1.6,1.5,2.4,0.011,0.088,0.192,0.535,0.139,57-25,0.695,82,57700000,1.0,0.0337476603119584
3541,Andrew Bynum,LAL,2010, C,12500000,22,213.36,129.27372,65,15.0,8.3,1.0,6.0,0.103,0.203,0.208,0.608,0.055,57-25,0.695,82,57700000,0.7926829268292683,0.21663778162911612
3542,Adam Morrison,LAL,2010, SF,5257229,25,203.2,92.98636,31,2.4,1.0,0.6,-9.1,0.044,0.101,0.183,0.418,0.121,57-25,0.695,82,57700000,0.3780487804878049,0.09111315424610052
3543,Derek Fisher,LAL,2010, PG,5048000,35,185.42,95.25432,82,7.5,2.1,2.5,7.5,0.013,0.072,0.139,0.499,0.125,57-25,0.695,82,57700000,1.0,0.08748700173310225
3544,Taj Gibson,CHI,2010, C,1039800,25,205.74,102.0582,82,9.0,7.5,0.9,-0.8,0.114,0.187,0.167,0.521,0.049,41-41,0.5,82,57700000,1.0,0.018020797227036395
3545,Luol Deng,CHI,2010, F,10365000,25,205.74,99.79024,70,17.6,7.3,2.0,0.9,0.056,0.156,0.217,0.531,0.088,41-41,0.5,82,57700000,0.8536585365853658,0.17963604852686307
3546,Lindsey Hunter,CHI,2010, SG,825497,39,187.96,88.45044,13,1.0,1.1,0.7,-8.5,0.009,0.119,0.134,0.21,0.105,41-41,0.5,82,57700000,0.15853658536585366,0.014306707105719237
3547,Kirk Hinrich,CHI,2010, SG,9500000,29,190.5,86.18248,74,10.9,3.5,4.5,-2.1,0.011,0.106,0.165,0.501,0.203,41-41,0.5,82,57700000,0.9024390243902439,0.16464471403812825
3549,Joakim Noah,CHI,2010, C,2455680,25,210.82,105.233344,64,10.7,11.0,2.1,-1.3,0.132,0.27,0.172,0.557,0.107,41-41,0.5,82,57700000,0.7804878048780488,0.04255944540727903
3550,Chris Richard,CHI,2010, PF,186271,25,205.74,116.119552,18,2.1,3.3,0.4,-8.1,0.091,0.201,0.097,0.547,0.051,41-41,0.5,82,57700000,0.21951219512195122,0.003228266897746967
3551,Acie Law,CHI,2010, PG,2216160,25,190.5,91.625584,26,4.3,0.7,1.0,7.0,0.015,0.068,0.22,0.585,0.17,41-41,0.5,82,57700000,0.3170731707317073,0.03840831889081456
3552,Brad Miller,CHI,2010, C,12250000,34,213.36,118.387512,82,8.8,4.9,1.9,-1.8,0.048,0.183,0.18,0.53,0.122,41-41,0.5,82,57700000,1.0,0.2123050259965338
3553,Jannero Pargo,CHI,2010, PG,1990000,30,185.42,83.91452,63,5.5,1.2,1.4,-5.1,0.012,0.096,0.247,0.429,0.182,41-41,0.5,82,57700000,0.7682926829268293,0.034488734835355285
3554,James Johnson,CHI,2010, PF,1594080,23,205.74,111.13004,65,3.9,2.0,0.7,-9.3,0.051,0.141,0.179,0.532,0.104,41-41,0.5,82,57700000,0.7926829268292683,0.027627036395147315
3555,Derrick Rose,CHI,2010, PG,5184480,21,190.5,86.18248,78,20.8,3.8,6.0,-0.5,0.025,0.085,0.271,0.532,0.297,41-41,0.5,82,57700000,0.9512195121951219,0.0898523396880416
3556,Devin Brown,CHI,2010, SG,1107572,31,195.58,95.25432,50,8.0,2.5,1.3,-1.1,0.029,0.098,0.196,0.5,0.095,41-41,0.5,82,57700000,0.6097560975609756,0.019195355285961873
3557,Hakim Warrick,CHI,2010, PF,3000000,27,205.74,99.336648,76,9.6,4.1,0.7,-6.4,0.091,0.141,0.217,0.547,0.058,41-41,0.5,82,57700000,0.926829268292683,0.05199306759098787
3558,Terrence Williams,NJN,2010, SG,2060040,23,198.12,99.79024,78,8.4,4.5,2.9,-8.3,0.029,0.202,0.217,0.459,0.224,Dec-70,0.146,82,57700000,0.9512195121951219,0.035702599653379546
3559,Tony Battie,NJN,2010, C,6606600,34,210.82,108.86208,15,2.4,1.5,0.2,-19.5,0.029,0.176,0.163,0.405,0.042,Dec-70,0.146,82,57700000,0.18292682926829268,0.11449913344887348
3560,Trenton Hassell,NJN,2010, SF,4350000,31,195.58,102.965384,52,4.5,2.9,1.0,-16.7,0.054,0.106,0.122,0.465,0.077,Dec-70,0.146,82,57700000,0.6341463414634146,0.07538994800693241
3561,Sean Williams,NJN,2010, PF,1629120,23,208.28,106.59412,20,2.6,2.3,0.1,-3.8,0.098,0.129,0.152,0.453,0.007,Dec-70,0.146,82,57700000,0.24390243902439024,0.02823431542461005
3562,Keyon Dooling,NJN,2010, PG,3564000,30,190.5,88.45044,53,6.9,1.0,2.5,-3.0,0.01,0.056,0.202,0.519,0.248,Dec-70,0.146,82,57700000,0.6463414634146342,0.06176776429809359
3563,Kris Humphries,NJN,2010, PF,2900000,25,205.74,106.59412,69,7.1,5.5,0.5,-8.1,0.116,0.262,0.211,0.495,0.046,Dec-70,0.146,82,57700000,0.8414634146341463,0.05025996533795494
3564,Josh Boone,NJN,2010, PF,2056968,25,208.28,108.86208,63,4.0,5.0,0.5,-11.0,0.125,0.221,0.124,0.509,0.047,Dec-70,0.146,82,57700000,0.7682926829268293,0.03564935875216638
3565,Chris Douglas-Roberts,NJN,2010, SG,736420,23,200.66,95.25432,67,9.8,3.0,1.4,-11.2,0.029,0.109,0.196,0.512,0.099,Dec-70,0.146,82,57700000,0.8170731707317073,0.012762911611785095
3566,Chris Quinn,NJN,2010, PG,1050387,26,187.96,79.3786,25,2.2,0.6,1.2,-10.6,0.006,0.077,0.149,0.477,0.232,Dec-70,0.146,82,57700000,0.3048780487804878,0.01820428076256499
3567,Brook Lopez,NJN,2010, C,2255880,22,213.36,120.20188,82,18.8,8.6,2.3,-10.4,0.098,0.173,0.236,0.57,0.116,Dec-70,0.146,82,57700000,1.0,0.03909670710571924
3568,Courtney Lee,NJN,2010, SG,1264440,24,195.58,90.7184,71,12.5,3.5,1.7,-9.4,0.028,0.099,0.178,0.525,0.086,Dec-70,0.146,82,57700000,0.8658536585365854,0.021914038128249567
3569,Bobby Simmons,NJN,2010, SF,11242666,30,198.12,104.32616,23,5.3,2.7,0.7,-7.8,0.029,0.158,0.165,0.485,0.065,Dec-70,0.146,82,57700000,0.2804878048780488,0.19484689774696706
3570,Jarvis Hayes,NJN,2010, SF,2062800,28,203.2,103.418976,45,7.8,2.4,0.9,-7.6,0.01,0.115,0.163,0.521,0.064,Dec-70,0.146,82,57700000,0.5487804878048781,0.03575043327556326
3571,Yi Jianlian,NJN,2010, SF,3194400,22,213.36,113.398,52,12.0,7.2,0.9,-7.4,0.078,0.187,0.203,0.481,0.048,Dec-70,0.146,82,57700000,0.6341463414634146,0.055362218370883884
3572,Devin Harris,NJN,2010, G,8400000,27,190.5,86.18248,64,16.9,3.2,6.6,-11.4,0.012,0.098,0.25,0.512,0.332,Dec-70,0.146,82,57700000,0.7804878048780488,0.14558058925476602
3573,Toney Douglas,NYK,2010, PG,996240,24,185.42,90.7184,56,8.6,1.9,2.0,-4.7,0.04,0.074,0.194,0.571,0.167,29-53,0.354,82,57700000,0.6829268292682927,0.01726585788561525
3574,Tracy McGrady,NYK,2010, SG,22843124,31,203.2,101.151016,30,8.2,3.1,3.3,-9.6,0.038,0.124,0.208,0.466,0.22,29-53,0.354,82,57700000,0.36585365853658536,0.3958946967071057
3575,Sergio Rodriguez,NYK,2010, PG,1576696,24,190.5,79.832192,66,6.6,1.3,3.2,-1.6,0.027,0.071,0.214,0.554,0.307,29-53,0.354,82,57700000,0.8048780487804879,0.027325753899480068
3576,Jonathan Bender,NYK,2010, SF,597271,29,213.36,104.32616,25,4.7,2.1,0.6,-10.5,0.054,0.139,0.21,0.529,0.094,29-53,0.354,82,57700000,0.3048780487804878,0.010351317157712306
3577,Chris Duhon,NYK,2010, PG,6031800,27,185.42,86.18248,67,7.4,2.7,5.6,-3.7,0.015,0.086,0.132,0.501,0.258,29-53,0.354,82,57700000,0.8170731707317073,0.10453726169844021
3578,Danilo Gallinari,NYK,2010, PF,3089040,21,208.28,102.0582,81,15.1,4.9,1.7,-2.6,0.027,0.14,0.194,0.575,0.077,29-53,0.354,82,57700000,0.9878048780487805,0.05353622183708839
3579,Al Harrington,NYK,2010, PF,10026875,30,205.74,113.398,72,17.7,5.6,1.5,-4.8,0.044,0.17,0.267,0.546,0.088,29-53,0.354,82,57700000,0.8780487804878049,0.1737759965337955
3580,David Lee,NYK,2010, PF,7000000,27,205.74,113.398,81,20.2,11.7,3.6,-4.6,0.085,0.274,0.239,0.584,0.172,29-53,0.354,82,57700000,0.9878048780487805,0.12131715771230503
3581,J.R. Giddens,NYK,2010, SG,1028880,25,195.58,97.52228,32,2.2,1.6,0.4,-8.8,0.073,0.178,0.162,0.492,0.096,29-53,0.354,82,57700000,0.3902439024390244,0.017831542461005198
3582,Wilson Chandler,NYK,2010, SF,1255440,23,203.2,102.0582,65,15.3,5.4,2.1,-3.1,0.045,0.126,0.203,0.534,0.096,29-53,0.354,82,57700000,0.7926829268292683,0.021758058925476602
3583,Henry Walker,NYK,2010, SF,736420,22,198.12,99.79024,35,9.4,2.5,1.1,0.5,0.022,0.11,0.165,0.649,0.079,29-53,0.354,82,57700000,0.4268292682926829,0.012762911611785095
3585,Eddie House,NYK,2010, SG,2862000,32,185.42,79.3786,68,7.0,1.6,1.3,0.1,0.013,0.092,0.199,0.495,0.115,29-53,0.354,82,57700000,0.8292682926829268,0.04960138648180243
3587,Trevor Ariza,HOU,2010, SF,5854000,24,203.2,95.25432,72,14.9,5.6,3.8,-1.4,0.033,0.15,0.212,0.488,0.164,42-40,0.512,82,57700000,0.8780487804878049,0.10145580589254766
3588,Shane Battier,HOU,2010, SF,6939200,31,203.2,99.79024,67,8.0,4.7,2.4,-1.0,0.038,0.128,0.116,0.541,0.111,42-40,0.512,82,57700000,0.8170731707317073,0.12026343154246101
3589,Luis Scola,HOU,2010, PF,3284667,30,205.74,111.13004,82,16.2,8.6,2.1,-2.6,0.073,0.237,0.228,0.55,0.11,42-40,0.512,82,57700000,1.0,0.05692663778162912
3590,Kyle Lowry,HOU,2010, PG,2034996,24,182.88,92.98636,68,9.1,3.6,4.5,2.0,0.06,0.114,0.183,0.536,0.281,42-40,0.512,82,57700000,0.8292682926829268,0.035268561525129985
3591,Jermaine Taylor,HOU,2010, SG,725000,23,193.04,95.25432,31,4.1,1.5,0.5,-20.7,0.068,0.103,0.223,0.46,0.096,42-40,0.512,82,57700000,0.3780487804878049,0.012564991334488735
3592,Mike Harris,HOU,2010, SF,95301,27,198.12,106.59412,13,2.2,1.8,0.2,-19.5,0.09,0.163,0.189,0.416,0.063,42-40,0.512,82,57700000,0.15853658536585366,0.0016516637781629115
3593,Kevin Martin,HOU,2010, SG,9680170,27,200.66,83.91452,46,20.6,3.6,2.4,-4.2,0.02,0.096,0.252,0.561,0.113,42-40,0.512,82,57700000,0.5609756097560976,0.1677672443674177
3594,Jordan Hill,HOU,2010, C,2483280,22,208.28,106.59412,47,5.2,3.7,0.4,-2.8,0.126,0.195,0.181,0.528,0.052,42-40,0.512,82,57700000,0.573170731707317,0.04303778162911612
3595,Chase Budinger,HOU,2010, SF,725000,22,200.66,98.883056,74,8.9,3.0,1.2,0.1,0.027,0.147,0.189,0.545,0.096,42-40,0.512,82,57700000,0.9024390243902439,0.012564991334488735
3596,Chuck Hayes,HOU,2010, PF,2147750,27,198.12,107.954896,82,4.4,5.7,1.7,1.1,0.097,0.212,0.111,0.5,0.11,42-40,0.512,82,57700000,1.0,0.03722270363951473
3597,Brian Cook,HOU,2010, PF,3500000,29,205.74,113.398,14,1.5,0.6,0.1,-33.6,0.019,0.195,0.28,0.403,0.05,42-40,0.512,82,57700000,0.17073170731707318,0.060658578856152515
3598,Aaron Brooks,HOU,2010, G,1118520,25,182.88,73.028312,82,19.6,2.6,5.3,-0.7,0.021,0.065,0.258,0.549,0.253,42-40,0.512,82,57700000,1.0,0.019385095320623918
3599,David Andersen,HOU,2010, C,2314815,30,210.82,111.13004,63,5.8,3.3,0.7,1.8,0.066,0.2,0.202,0.497,0.084,42-40,0.512,82,57700000,0.7682926829268293,0.0401181109185442
3600,Jared Jeffries,HOU,2010, PF,6466600,28,210.82,108.86208,70,5.3,4.1,1.4,-1.0,0.08,0.101,0.112,0.507,0.08,42-40,0.512,82,57700000,0.8536585365853658,0.11207279029462738
3601,Hilton Armstrong,HOU,2010, PF,2801198,25,210.82,106.59412,33,2.2,2.5,0.6,-4.7,0.09,0.197,0.156,0.381,0.095,42-40,0.512,82,57700000,0.4024390243902439,0.04854762564991334
3602,Shaquille O'Neal,CLE,2010, C,21000000,38,215.9,147.4174,53,12.0,6.7,1.5,3.8,0.094,0.235,0.253,0.565,0.11,61-21,0.744,82,57700000,0.6463414634146342,0.36395147313691506
3603,Sebastian Telfair,CLE,2010, PG,2500000,25,182.88,79.3786,43,4.8,1.0,2.9,-7.3,0.01,0.075,0.192,0.479,0.313,61-21,0.744,82,57700000,0.524390243902439,0.043327556325823226
3604,LeBron James,CLE,2010, SF,15779912,25,203.2,113.398,76,29.7,7.3,8.6,10.8,0.03,0.185,0.333,0.604,0.398,61-21,0.744,82,57700000,0.926829268292683,0.27348201039861353
3605,Leon Powe,CLE,2010, PF,855189,26,203.2,108.86208,20,4.0,3.1,0.0,-1.1,0.096,0.195,0.172,0.515,0.0,61-21,0.744,82,57700000,0.24390243902439024,0.014821299826689775
3606,Mo Williams,CLE,2010, PG,8860000,27,185.42,86.18248,69,15.8,3.0,5.3,5.3,0.015,0.087,0.221,0.58,0.247,61-21,0.744,82,57700000,0.8414634146341463,0.1535528596187175
3607,Danny Green,CLE,2010, SG,457588,23,198.12,95.25432,20,2.0,0.9,0.3,-6.0,0.082,0.087,0.186,0.48,0.074,61-21,0.744,82,57700000,0.24390243902439024,0.00793046793760832
3608,Daniel Gibson,CLE,2010, SG,4088500,24,187.96,90.7184,56,6.3,1.3,1.3,8.9,0.016,0.062,0.144,0.613,0.104,61-21,0.744,82,57700000,0.6829268292682927,0.0708578856152513
3609,Anderson Varejao,CLE,2010, C,6363636,27,210.82,117.93392,76,8.6,7.6,1.1,12.6,0.112,0.208,0.132,0.598,0.062,61-21,0.744,82,57700000,0.926829268292683,0.11028831889081456
3610,Antawn Jamison,CLE,2010, PF,11641095,34,205.74,106.59412,66,18.7,8.4,1.3,0.7,0.064,0.201,0.237,0.529,0.058,61-21,0.744,82,57700000,0.8048780487804879,0.20175207972270365
3611,Anthony Parker,CLE,2010, SG,2644231,35,198.12,97.52228,81,7.3,2.9,1.9,8.9,0.016,0.099,0.119,0.576,0.095,61-21,0.744,82,57700000,0.9878048780487805,0.04582722703639515
3612,Jamario Moon,CLE,2010, SF,3000000,30,203.2,90.7184,61,4.9,3.1,0.8,7.5,0.03,0.175,0.129,0.555,0.073,61-21,0.744,82,57700000,0.7439024390243902,0.05199306759098787
3613,JJ Hickson,CLE,2010, C,1429200,21,205.74,109.769264,81,8.5,4.9,0.5,2.6,0.082,0.193,0.189,0.58,0.037,61-21,0.744,82,57700000,0.9878048780487805,0.024769497400346622
3614,Zydrunas Ilgauskas,CLE,2010, C,925000,35,220.98,117.93392,64,7.4,5.4,0.8,7.9,0.107,0.197,0.189,0.491,0.058,61-21,0.744,82,57700000,0.7804878048780488,0.016031195840554593
3615,Jawad Williams,CLE,2010, SF,736420,27,205.74,98.883056,54,4.1,1.5,0.6,-0.9,0.026,0.104,0.153,0.496,0.073,61-21,0.744,82,57700000,0.6585365853658537,0.012762911611785095
3616,Delonte West,CLE,2010, SG,4254250,26,190.5,81.64656,60,8.8,2.8,3.3,7.5,0.025,0.106,0.184,0.53,0.21,61-21,0.744,82,57700000,0.7317073170731707,0.07373050259965339
3617,Darrell Arthur,MEM,2011, F,1123680,23,205.74,106.59412,80,9.1,4.3,0.7,2.0,0.082,0.167,0.216,0.534,0.056,46-36,0.561,82,58044000,0.975609756097561,0.0193591068844325
