,Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG,Cap,GP%,Cap%
7561,Marcus Morris Sr.,BOS,2019, SF,5375000,29,205.74,106.59412,75,13.9,6.1,1.5,1.4,0.035,0.176,0.203,0.568,0.073,49-33,0.598,82,101869000,0.9146341463414634,0.052763843760123295
7562,Marcus Smart,BOS,2019, PG,11660716,25,193.04,99.79024,80,8.9,2.9,4.0,3.8,0.025,0.077,0.144,0.568,0.19,49-33,0.598,82,101869000,0.975609756097561,0.11446775761026416
7563,Kyrie Irving,BOS,2019, PG,20099189,27,190.5,87.543256,67,23.8,5.0,6.9,6.2,0.031,0.113,0.286,0.592,0.33,49-33,0.598,82,101869000,0.8170731707317073,0.1973042731351049
7564,Robert Williams III,BOS,2019, C,1654440,21,208.28,108.86208,32,2.5,2.5,0.2,-5.9,0.086,0.164,0.101,0.703,0.04,49-33,0.598,82,101869000,0.3902439024390244,0.016240858357302025
7565,Semi Ojeleye,BOS,2019, PF,1378242,24,200.66,109.315672,56,3.3,1.5,0.4,6.0,0.038,0.093,0.137,0.531,0.054,49-33,0.598,82,101869000,0.6829268292682927,0.013529552660770204
7566,Terry Rozier,BOS,2019, PG,3050390,25,185.42,86.18248,79,9.0,3.9,2.9,-1.1,0.016,0.145,0.181,0.501,0.193,49-33,0.598,82,101869000,0.9634146341463414,0.029944242114873024
7567,Al Horford,BOS,2019, PF,28928709,33,208.28,111.13004,68,13.6,6.7,4.2,6.1,0.062,0.161,0.188,0.605,0.203,49-33,0.598,82,101869000,0.8292682926829268,0.28397951290382745
7568,Daniel Theis,BOS,2019, C,1378242,27,203.2,110.222856,66,5.7,3.4,1.0,7.4,0.088,0.145,0.15,0.624,0.108,49-33,0.598,82,101869000,0.8048780487804879,0.013529552660770204
7569,Aron Baynes,BOS,2019, C,5193600,32,208.28,117.93392,51,5.6,4.7,1.1,7.7,0.103,0.175,0.147,0.567,0.092,49-33,0.598,82,101869000,0.6219512195121951,0.05098312538652583
7570,Brad Wanamaker,BOS,2019, PG,838464,29,193.04,95.25432,36,3.9,1.1,1.6,8.8,0.008,0.096,0.162,0.597,0.225,49-33,0.598,82,101869000,0.43902439024390244,0.008230806231532654
7571,Jayson Tatum,BOS,2019, PF,6700800,21,203.2,94.347136,79,15.7,6.0,2.1,6.8,0.028,0.157,0.218,0.547,0.098,49-33,0.598,82,101869000,0.9634146341463414,0.06577859800331799
7572,Jaylen Brown,BOS,2019, SG,5169960,22,200.66,99.79024,74,13.0,4.2,1.4,2.4,0.032,0.122,0.215,0.547,0.079,49-33,0.598,82,101869000,0.9024390243902439,0.050751062639272
7573,Gordon Hayward,BOS,2019, SF,31214295,29,203.2,102.0582,72,11.5,4.5,3.4,5.1,0.026,0.141,0.183,0.575,0.185,49-33,0.598,82,101869000,0.8780487804878049,0.30641603431858566
7574,Guerschon Yabusele,BOS,2019, F,2667600,23,203.2,117.93392,41,2.3,1.3,0.4,-3.6,0.084,0.104,0.168,0.542,0.088,49-33,0.598,82,101869000,0.5,0.026186572951535796
7575,Kyle Korver,UTA,2019, SG,7560000,38,200.66,96.161504,70,8.6,2.3,1.2,3.6,0.006,0.105,0.174,0.582,0.088,50-32,0.61,82,101869000,0.8536585365853658,0.0742129597816804
7577,Rudy Gobert,UTA,2019, C,23241573,27,215.9,111.13004,81,15.9,12.9,2.0,6.9,0.117,0.27,0.175,0.682,0.095,50-32,0.61,82,101869000,0.9878048780487805,0.22815157702539537
7578,Royce O'Neale,UTA,2019, SF,1378242,26,198.12,102.511792,82,5.2,3.5,1.5,4.8,0.013,0.146,0.108,0.589,0.102,50-32,0.61,82,101869000,1.0,0.013529552660770204
7579,Ricky Rubio,UTA,2019, PG,14975000,28,193.04,86.18248,68,12.7,3.6,6.1,6.3,0.017,0.107,0.221,0.52,0.313,50-32,0.61,82,101869000,0.8292682926829268,0.1470025228479714
7580,Raul Neto,UTA,2019, PG,2150000,27,185.42,81.192968,37,5.3,1.7,2.5,17.5,0.014,0.105,0.184,0.558,0.251,50-32,0.61,82,101869000,0.45121951219512196,0.021105537504049317
7581,Thabo Sefolosha,UTA,2019, SF,5250000,35,200.66,99.79024,50,3.8,2.5,0.5,8.8,0.014,0.181,0.129,0.599,0.059,50-32,0.61,82,101869000,0.6097560975609756,0.05153677762616694
7582,Dante Exum,UTA,2019, PG,9600000,23,198.12,86.18248,42,6.9,1.6,2.6,3.2,0.024,0.077,0.207,0.516,0.251,50-32,0.61,82,101869000,0.5121951219512195,0.09423867908784812
7583,Donovan Mitchell,UTA,2019, SG,3111480,22,190.5,97.52228,77,23.8,4.1,4.2,6.8,0.022,0.093,0.309,0.537,0.209,50-32,0.61,82,101869000,0.9390243902439024,0.030543933875860175
7584,Derrick Favors,UTA,2019, C,16900000,27,208.28,120.20188,76,11.8,7.4,1.2,4.6,0.115,0.188,0.188,0.624,0.079,50-32,0.61,82,101869000,0.926829268292683,0.16589934131089928
7585,Joe Ingles,UTA,2019, SG,13045455,31,203.2,102.511792,82,12.1,4.0,5.7,7.7,0.013,0.108,0.17,0.581,0.262,50-32,0.61,82,101869000,1.0,0.12806108826041288
7586,Georges Niang,UTA,2019, SF,1512601,26,203.2,104.32616,59,4.0,1.5,0.6,-7.7,0.022,0.135,0.17,0.613,0.107,50-32,0.61,82,101869000,0.7195121951219512,0.01484849169030814
7587,Ekpe Udoh,UTA,2019, F,3360000,32,208.28,111.13004,51,2.3,1.8,0.5,-7.7,0.09,0.189,0.128,0.698,0.131,50-32,0.61,82,101869000,0.6219512195121951,0.03298353768074684
7588,Jae Crowder,UTA,2019, SF,7305825,28,198.12,106.59412,80,11.9,4.8,1.7,4.4,0.027,0.139,0.183,0.538,0.09,50-32,0.61,82,101869000,0.975609756097561,0.07171784350489353
7589,Grayson Allen,UTA,2019, SG,2074320,23,195.58,89.811216,38,5.6,0.6,0.7,-13.6,0.007,0.047,0.238,0.516,0.102,50-32,0.61,82,101869000,0.4634146341463415,0.02036262258390678
7590,Klay Thompson,GSW,2019, SG,18988725,29,200.66,97.52228,78,21.5,3.8,2.4,6.5,0.015,0.089,0.254,0.571,0.103,57-25,0.695,82,101869000,0.9512195121951219,0.1864033709960832
7591,Kevon Looney,GSW,2019, PF,1512601,23,205.74,99.79024,80,6.3,5.2,1.5,10.3,0.126,0.133,0.122,0.636,0.106,57-25,0.695,82,101869000,0.975609756097561,0.01484849169030814
7592,Kevin Durant,GSW,2019, SF,30000000,30,205.74,108.86208,78,26.0,6.4,5.9,11.4,0.013,0.153,0.283,0.631,0.251,57-25,0.695,82,101869000,0.9512195121951219,0.2944958721495254
7593,Quinn Cook,GSW,2019, PG,1544951,26,187.96,81.192968,74,6.9,2.1,1.6,-6.3,0.021,0.123,0.2,0.565,0.167,57-25,0.695,82,101869000,0.9024390243902439,0.015166056405776045
7594,Stephen Curry,GSW,2019, PG,37457154,31,190.5,86.18248,69,27.3,5.3,5.2,13.7,0.02,0.122,0.292,0.641,0.225,57-25,0.695,82,101869000,0.8414634146341463,0.36769924118230274
7595,Shaun Livingston,GSW,2019, G,8307692,33,200.66,87.089664,64,4.0,1.8,1.8,3.2,0.043,0.071,0.118,0.555,0.154,57-25,0.695,82,101869000,0.7804878048780488,0.08155270003632116
7596,Andrew Bogut,GSW,2019, C,307648,34,213.36,117.93392,11,3.5,5.0,1.0,3.9,0.1,0.297,0.148,0.523,0.104,57-25,0.695,82,101869000,0.13414634146341464,0.0030200355358352394
7597,Andre Iguodala,GSW,2019, SG,16000000,35,198.12,97.52228,68,5.7,3.7,3.2,9.0,0.031,0.117,0.101,0.587,0.173,57-25,0.695,82,101869000,0.8292682926829268,0.15706446514641353
7598,Alfonzo McKinnie,GSW,2019, SF,1349383,26,203.2,97.52228,72,4.7,3.4,0.4,0.9,0.075,0.152,0.131,0.569,0.041,57-25,0.695,82,101869000,0.8780487804878049,0.013246257448291433
7599,DeMarcus Cousins,GSW,2019, C,5337000,28,210.82,122.46984,30,16.3,8.2,3.6,4.5,0.059,0.232,0.281,0.562,0.206,57-25,0.695,82,101869000,0.36585365853658536,0.05239081565540056
7600,Draymond Green,GSW,2019, PF,17469565,29,200.66,104.32616,66,7.4,7.3,6.9,10.7,0.031,0.18,0.128,0.526,0.261,57-25,0.695,82,101869000,0.8048780487804879,0.1714904926915941
7601,Damian Jones,GSW,2019, C,1544951,24,213.36,111.13004,24,5.4,3.1,1.2,3.0,0.086,0.099,0.113,0.72,0.084,57-25,0.695,82,101869000,0.2926829268292683,0.015166056405776045
7602,Jordan Bell,GSW,2019, PF,1378242,24,205.74,101.604608,68,3.3,2.7,1.1,-5.3,0.068,0.154,0.133,0.531,0.134,57-25,0.695,82,101869000,0.8292682926829268,0.013529552660770204
7603,Jonas Jerebko,GSW,2019, F,1512601,32,208.28,104.779752,73,6.3,3.9,1.3,1.5,0.055,0.168,0.144,0.588,0.106,57-25,0.695,82,101869000,0.8902439024390244,0.01484849169030814
7604,Jacob Evans,GSW,2019, SG,1644240,22,198.12,95.25432,30,1.3,0.8,0.8,-5.9,0.029,0.084,0.134,0.374,0.15,57-25,0.695,82,101869000,0.36585365853658536,0.016140729760771185
7605,Khyri Thomas,DET,2019, SG,838464,23,190.5,95.25432,26,2.3,0.8,0.3,-8.0,0.017,0.082,0.158,0.413,0.067,41-41,0.5,82,101869000,0.3170731707317073,0.008230806231532654
7606,Luke Kennard,DET,2019, SG,3275280,23,195.58,93.439952,63,9.7,2.9,1.8,0.3,0.008,0.121,0.179,0.56,0.122,41-41,0.5,82,101869000,0.7682926829268293,0.03215188133779658
7607,Langston Galloway,DET,2019, SG,7000000,27,187.96,90.7184,80,8.4,2.1,1.1,0.1,0.025,0.07,0.153,0.534,0.072,41-41,0.5,82,101869000,0.975609756097561,0.06871570350155592
7608,Thon Maker,DET,2019, C,2799720,22,215.9,100.243832,64,5.0,3.2,0.7,0.9,0.039,0.149,0.148,0.53,0.066,41-41,0.5,82,101869000,0.7804878048780488,0.027483532772482305
7609,Zaza Pachulia,DET,2019, C,1512601,35,210.82,122.46984,68,3.9,3.9,1.3,-4.6,0.101,0.184,0.147,0.539,0.161,41-41,0.5,82,101869000,0.8292682926829268,0.01484849169030814
7610,Wayne Ellington,DET,2019, SG,2383076,31,195.58,90.7184,53,10.3,2.0,1.4,-0.5,0.01,0.073,0.167,0.569,0.086,41-41,0.5,82,101869000,0.6463414634146342,0.02339353483395341
7611,Reggie Jackson,DET,2019, PG,17043478,29,190.5,94.347136,82,15.4,2.6,4.2,0.5,0.019,0.076,0.237,0.547,0.241,41-41,0.5,82,101869000,1.0,0.1673077972690416
7612,Andre Drummond,DET,2019, C,25434263,25,210.82,126.552168,79,17.3,15.6,1.4,3.3,0.151,0.311,0.226,0.555,0.068,41-41,0.5,82,101869000,0.9634146341463414,0.24967618215551346
7613,Blake Griffin,DET,2019, PF,32088932,30,208.28,113.398,75,24.5,7.5,5.4,0.5,0.036,0.182,0.296,0.581,0.268,41-41,0.5,82,101869000,0.9146341463414634,0.3150019338562271
7614,Bruce Brown,DET,2019, SG,838464,22,195.58,91.625584,74,4.3,2.5,1.2,0.7,0.032,0.092,0.113,0.469,0.087,41-41,0.5,82,101869000,0.9024390243902439,0.008230806231532654
7615,Jose Calderon,DET,2019, G,1512601,37,190.5,90.7184,49,2.3,1.2,2.3,-14.0,0.015,0.078,0.104,0.453,0.282,41-41,0.5,82,101869000,0.5975609756097561,0.01484849169030814
7616,Jon Leuer,DET,2019, F,10002681,30,208.28,103.418976,41,3.8,2.4,0.3,-13.3,0.062,0.182,0.157,0.616,0.06,41-41,0.5,82,101869000,0.5,0.09819160883094956
7617,Glenn Robinson III,DET,2019, SF,4075000,25,198.12,100.697424,47,4.2,1.5,0.4,-0.8,0.026,0.089,0.146,0.511,0.053,41-41,0.5,82,101869000,0.573170731707317,0.040002355966977196
7618,Ish Smith,DET,2019, PG,6000000,30,182.88,79.3786,56,8.9,2.6,3.6,2.7,0.017,0.097,0.193,0.485,0.243,41-41,0.5,82,101869000,0.6829268292682927,0.058899174429905075
7619,Kenrich Williams,NOP,2019, SF,838464,24,200.66,95.25432,46,6.1,4.8,1.8,-3.8,0.046,0.145,0.119,0.485,0.094,33-49,0.402,82,101869000,0.5609756097560976,0.008230806231532654
7620,Stanley Johnson,NOP,2019, SF,3940402,23,200.66,111.13004,66,6.9,3.3,1.3,-7.9,0.025,0.142,0.186,0.485,0.118,33-49,0.402,82,101869000,0.8048780487804879,0.03868107078699114
7621,Solomon Hill,NOP,2019, SF,12252928,28,200.66,102.0582,44,4.3,3.0,1.3,-6.5,0.036,0.102,0.104,0.497,0.08,33-49,0.402,82,101869000,0.5365853658536586,0.12028122392484465
7622,Darius Miller,NOP,2019, SF,2205000,29,203.2,102.0582,69,8.2,1.9,2.1,-0.2,0.007,0.059,0.131,0.55,0.107,33-49,0.402,82,101869000,0.8414634146341463,0.021645446602990115
7623,Andrew Harrison,NOP,2019, G,1544951,24,198.12,96.615096,17,3.2,1.2,1.4,-5.5,0.032,0.074,0.171,0.443,0.194,33-49,0.402,82,101869000,0.2073170731707317,0.015166056405776045
7624,Christian Wood,NOP,2019, PF,1512601,23,208.28,97.068688,21,8.2,4.0,0.4,-9.4,0.061,0.231,0.247,0.607,0.051,33-49,0.402,82,101869000,0.25609756097560976,0.01484849169030814
7625,Cheick Diallo,NOP,2019, PF,1544951,22,205.74,99.79024,64,6.0,5.2,0.5,-4.7,0.079,0.26,0.155,0.644,0.051,33-49,0.402,82,101869000,0.7804878048780488,0.015166056405776045
7626,Dairis Bertans,NOP,2019, G,194220,29,193.04,90.7184,12,2.8,0.8,0.8,-15.0,0.011,0.036,0.12,0.362,0.078,33-49,0.402,82,101869000,0.14634146341463414,0.0019065662762960272
7627,Anthony Davis,NOP,2019, PF,25434263,26,208.28,114.758776,56,25.9,12.0,3.9,3.4,0.089,0.249,0.288,0.597,0.186,33-49,0.402,82,101869000,0.6829268292682927,0.24967618215551346
7628,Jason Smith,NOP,2019, F,5450000,33,213.36,108.86208,20,3.3,2.6,0.7,-12.1,0.077,0.174,0.169,0.492,0.112,33-49,0.402,82,101869000,0.24390243902439024,0.05350008344049711
7629,Jrue Holiday,NOP,2019, SG,25976111,29,193.04,92.98636,67,21.2,5.0,7.7,4.4,0.03,0.099,0.25,0.555,0.308,33-49,0.402,82,101869000,0.8170731707317073,0.2549952487999293
7630,Julius Randle,NOP,2019, PF,8641000,24,205.74,113.398,73,21.4,8.7,3.1,-0.2,0.069,0.198,0.273,0.6,0.158,33-49,0.402,82,101869000,0.8902439024390244,0.08482462770813495
7631,Jahlil Okafor,NOP,2019, C,1567707,23,210.82,124.7378,59,8.2,4.7,0.7,-5.5,0.084,0.196,0.198,0.603,0.064,33-49,0.402,82,101869000,0.7195121951219512,0.015389441341330532
7632,Frank Jackson,NOP,2019, PG,1378242,21,190.5,92.98636,61,8.1,2.2,1.1,-5.0,0.019,0.085,0.178,0.517,0.08,33-49,0.402,82,101869000,0.7439024390243902,0.013529552660770204
7633,E'Twaun Moore,NOP,2019, SG,8808685,30,193.04,86.636072,53,11.9,2.4,1.9,-0.3,0.023,0.058,0.17,0.567,0.093,33-49,0.402,82,101869000,0.6463414634146342,0.08647071238551474
7634,Elfrid Payton,NOP,2019, PG,3000000,25,193.04,83.91452,42,10.6,5.2,7.6,-2.2,0.037,0.129,0.177,0.502,0.318,33-49,0.402,82,101869000,0.5121951219512195,0.029449587214952538
7635,Ian Clark,NOP,2019, G,1512601,28,190.5,79.3786,60,6.7,1.5,1.6,-3.4,0.012,0.071,0.185,0.502,0.132,33-49,0.402,82,101869000,0.7317073170731707,0.01484849169030814
7636,Kelly Olynyk,MIA,2019, PF,12537527,28,213.36,108.86208,79,10.0,4.7,1.8,1.9,0.038,0.16,0.175,0.61,0.113,39-43,0.476,82,101869000,0.9634146341463414,0.12307499828210741
7639,Ryan Anderson,MIA,2019, PF,20421546,31,208.28,108.86208,25,2.5,2.2,0.8,-12.8,0.055,0.112,0.12,0.414,0.088,39-43,0.476,82,101869000,0.3048780487804878,0.20046869999705505
7640,Justise Winslow,MIA,2019, SF,3448926,23,200.66,102.0582,66,12.6,5.4,4.3,3.4,0.031,0.141,0.206,0.513,0.213,39-43,0.476,82,101869000,0.8048780487804879,0.03385648234497247
7641,Dion Waiters,MIA,2019, SG,11550000,27,193.04,97.52228,44,12.0,2.6,2.8,-2.0,0.006,0.094,0.213,0.53,0.164,39-43,0.476,82,101869000,0.5365853658536586,0.11338091077756726
7642,Duncan Robinson,MIA,2019, SG,9474,25,203.2,95.25432,15,3.3,1.3,0.3,-10.9,0.011,0.091,0.134,0.514,0.045,39-43,0.476,82,101869000,0.18292682926829268,9.300179642482011e-05
7643,Derrick Jones Jr.,MIA,2019, SF,1512601,22,200.66,90.7184,60,7.0,4.0,0.6,-1.2,0.076,0.119,0.151,0.559,0.049,39-43,0.476,82,101869000,0.7317073170731707,0.01484849169030814
7644,Bam Adebayo,MIA,2019, PF,2955840,21,208.28,115.66596,82,8.9,7.3,2.2,0.5,0.083,0.221,0.157,0.623,0.146,39-43,0.476,82,101869000,1.0,0.029016089291148437
7645,Dwyane Wade,MIA,2019, G,1512601,37,193.04,99.79024,72,15.0,4.0,4.2,-1.8,0.033,0.106,0.269,0.51,0.264,39-43,0.476,82,101869000,0.8780487804878049,0.01484849169030814
7646,James Johnson,MIA,2019, PF,14651700,32,203.2,108.86208,55,7.8,3.2,2.5,-4.6,0.018,0.123,0.177,0.522,0.167,39-43,0.476,82,101869000,0.6707317073170732,0.1438288389991067
7647,Josh Richardson,MIA,2019, SG,9367200,25,198.12,90.7184,73,16.6,3.6,4.1,1.0,0.02,0.078,0.203,0.536,0.177,39-43,0.476,82,101869000,0.8902439024390244,0.0919533911199678
7648,Goran Dragic,MIA,2019, PG,18109175,33,190.5,86.18248,36,13.7,3.1,4.8,1.3,0.019,0.087,0.224,0.517,0.259,39-43,0.476,82,101869000,0.43902439024390244,0.1777692428511127
7649,Hassan Whiteside,MIA,2019, C,25434262,30,213.36,120.20188,72,12.3,11.3,0.8,0.8,0.139,0.305,0.215,0.564,0.054,39-43,0.476,82,101869000,0.8780487804878049,0.24967617233898437
7650,Treveon Graham,BKN,2019, SG,1512601,25,195.58,102.0582,35,5.3,3.1,1.0,2.3,0.028,0.107,0.123,0.458,0.062,42-40,0.667,82,101869000,0.4268292682926829,0.01484849169030814
7651,Theo Pinson,BKN,2019, SG,4737,23,198.12,98.883056,18,4.5,2.0,1.2,-0.6,0.015,0.126,0.191,0.49,0.167,42-40,0.667,82,101869000,0.21951219512195122,4.6500898212410054e-05
7652,Rondae Hollis-Jefferson,BKN,2019, SF,2470357,24,200.66,98.429464,59,8.9,5.3,1.6,0.7,0.06,0.17,0.21,0.464,0.119,42-40,0.667,82,101869000,0.7195121951219512,0.024250331307856168
7653,Rodions Kurucs,BKN,2019, SF,1618320,21,205.74,95.25432,63,8.5,3.9,0.8,-0.4,0.04,0.131,0.175,0.545,0.057,42-40,0.667,82,101869000,0.7682926829268293,0.015886285327233997
7654,Spencer Dinwiddie,BKN,2019, PG,1656092,26,198.12,95.25432,68,16.8,2.4,4.6,-2.7,0.013,0.069,0.242,0.58,0.272,42-40,0.667,82,101869000,0.8292682926829268,0.016257075263328393
7655,Shabazz Napier,BKN,2019, PG,1942422,27,185.42,81.64656,56,9.4,1.8,2.6,1.3,0.017,0.079,0.234,0.534,0.235,42-40,0.667,82,101869000,0.6829268292682927,0.01906784203241418
7657,Allen Crabbe,BKN,2019, G,18500000,27,198.12,96.161504,43,9.6,3.4,1.1,0.3,0.013,0.108,0.159,0.519,0.059,42-40,0.667,82,101869000,0.524390243902439,0.18160578782554065
7658,DeMarre Carroll,BKN,2019, SF,15400000,32,203.2,97.52228,67,11.1,5.2,1.3,1.9,0.037,0.151,0.181,0.546,0.075,42-40,0.667,82,101869000,0.8170731707317073,0.15117454770342303
7659,Caris LeVert,BKN,2019, SG,1702800,24,200.66,92.532768,40,13.7,3.8,3.9,-0.2,0.03,0.1,0.235,0.509,0.231,42-40,0.667,82,101869000,0.4878048780487805,0.01671558570320706
7660,D'Angelo Russell,BKN,2019, SG,7019698,23,195.58,89.811216,81,21.1,3.9,7.0,0.2,0.02,0.099,0.311,0.533,0.392,42-40,0.667,82,101869000,0.9878048780487805,0.0689090694912093
7661,Jarrett Allen,BKN,2019, C,2034120,21,210.82,107.501304,80,10.9,8.4,1.4,-2.4,0.088,0.208,0.158,0.632,0.076,42-40,0.667,82,101869000,0.975609756097561,0.01996799811522642
7662,Jared Dudley,BKN,2019, SF,9530000,33,200.66,107.501304,59,4.9,2.6,1.4,0.8,0.027,0.096,0.104,0.554,0.093,42-40,0.667,82,101869000,0.7195121951219512,0.09355152205283256
7663,Joe Harris,BKN,2019, SF,8333333,27,198.12,98.883056,76,13.7,3.8,2.4,-1.6,0.022,0.096,0.167,0.645,0.114,42-40,0.667,82,101869000,0.926829268292683,0.08180440565824736
7665,Ed Davis,BKN,2019, C,4449000,30,208.28,102.0582,81,5.8,8.6,0.8,4.3,0.135,0.307,0.125,0.632,0.064,42-40,0.667,82,101869000,0.9878048780487805,0.043673737839774615
7666,Fred VanVleet,TOR,2020, SG,9346153,26,185.42,89.357624,54,17.6,3.8,6.6,4.8,0.009,0.088,0.218,0.553,0.281,53-19,0.736,72,109140000,0.75,0.08563453362653473
7668,Chris Boucher,TOR,2020, PF,1588231,27,205.74,90.7184,62,6.6,4.5,0.4,5.7,0.121,0.185,0.185,0.587,0.049,53-19,0.736,72,109140000,0.8611111111111112,0.014552235660619387
7669,Rondae Hollis-Jefferson,TOR,2020, SF,2500000,25,198.12,98.429464,60,7.0,4.7,1.8,4.2,0.089,0.143,0.164,0.533,0.141,53-19,0.736,72,109140000,0.8333333333333334,0.022906358805204325
7670,Serge Ibaka,TOR,2020, C,23271604,30,213.36,106.59412,55,15.4,8.2,1.4,3.1,0.075,0.205,0.236,0.583,0.086,53-19,0.736,72,109140000,0.7638888888888888,0.21322708447865127
7671,Stanley Johnson,TOR,2020, SF,3623000,24,198.12,109.769264,25,2.4,1.5,0.8,4.8,0.041,0.165,0.214,0.454,0.2,53-19,0.736,72,109140000,0.3472222222222222,0.03319589518050211
7672,OG Anunoby,TOR,2020, SF,2281800,22,200.66,105.233344,69,10.6,5.3,1.6,6.2,0.038,0.129,0.142,0.6,0.074,53-19,0.736,72,109140000,0.9583333333333334,0.020907091808686093
7673,Pascal Siakam,TOR,2020, PF,2351839,26,205.74,104.32616,60,22.9,7.3,3.5,8.8,0.03,0.162,0.278,0.554,0.161,53-19,0.736,72,109140000,0.8333333333333334,0.021548827194429174
7674,Patrick McCaw,TOR,2020, SF,4000000,24,200.66,82.100152,37,4.6,2.3,2.1,0.6,0.02,0.068,0.093,0.5,0.118,53-19,0.736,72,109140000,0.5138888888888888,0.03665017408832692
7675,Terence Davis,TOR,2020, SG,898310,23,193.04,91.171992,72,7.5,3.3,1.6,7.9,0.039,0.137,0.181,0.588,0.14,53-19,0.736,72,109140000,1.0,0.008230804471321239
7676,Norman Powell,TOR,2020, SG,10116576,27,190.5,97.52228,52,16.0,3.7,1.8,4.6,0.017,0.098,0.21,0.624,0.095,53-19,0.736,72,109140000,0.7222222222222222,0.09269356789444749
7677,Kyle Lowry,TOR,2020, PG,34996296,34,182.88,88.904032,58,19.4,5.0,7.5,6.0,0.015,0.115,0.225,0.59,0.309,53-19,0.736,72,109140000,0.8055555555555556,0.32065508521165476
7678,Malcolm Miller,TOR,2020, SG,1588231,27,200.66,95.25432,28,1.3,0.6,0.4,15.9,0.013,0.077,0.09,0.538,0.082,53-19,0.736,72,109140000,0.3888888888888889,0.014552235660619387
7679,Marc Gasol,TOR,2020, C,25595700,35,210.82,115.66596,44,7.5,6.3,3.3,10.1,0.027,0.187,0.133,0.551,0.173,53-19,0.736,72,109140000,0.6111111111111112,0.23452171522814733
7680,Matt Thomas,TOR,2020, SG,898310,25,193.04,86.18248,41,4.9,1.5,0.5,4.2,0.018,0.1,0.152,0.65,0.076,53-19,0.736,72,109140000,0.5694444444444444,0.008230804471321239
7681,Furkan Korkmaz,PHI,2020, SG,1620564,22,200.66,91.625584,72,9.8,2.3,1.1,2.7,0.011,0.093,0.177,0.579,0.073,43-30,0.589,73,109140000,0.9863013698630136,0.014848488180318857
7682,Glenn Robinson III,PHI,2020, SF,1620564,26,198.12,100.697424,62,11.7,4.4,1.5,-7.8,0.043,0.106,0.16,0.577,0.081,43-30,0.589,73,109140000,0.8493150684931506,0.014848488180318857
7683,Joel Embiid,PHI,2020, C,27504630,26,213.36,127.00576,51,23.0,11.6,3.0,5.2,0.091,0.279,0.315,0.59,0.178,43-30,0.589,73,109140000,0.6986301369863014,0.2520123694337548
7684,Ben Simmons,PHI,2020, PG,8113930,23,208.28,108.86208,57,16.4,7.8,8.0,1.7,0.054,0.159,0.206,0.602,0.335,43-30,0.589,73,109140000,0.7808219178082192,0.07434423676012461
7685,Al Horford,PHI,2020, PF,28000000,34,205.74,108.86208,67,11.9,6.8,4.0,3.3,0.051,0.171,0.173,0.536,0.187,43-30,0.589,73,109140000,0.9178082191780822,0.25655121861828845
7686,Alec Burks,PHI,2020, SG,1620564,28,198.12,97.068688,66,15.0,4.3,2.9,-6.3,0.025,0.131,0.23,0.561,0.179,43-30,0.589,73,109140000,0.9041095890410958,0.014848488180318857
7687,Ryan Broekhoff,PHI,2020, SG,1416852,29,198.12,97.52228,17,4.2,2.5,0.6,2.1,0.025,0.202,0.155,0.568,0.083,43-30,0.589,73,109140000,0.2328767123287671,0.012981968114348543
7688,Shake Milton,PHI,2020, SG,1455697,23,195.58,92.98636,40,9.4,2.2,2.6,0.1,0.018,0.093,0.186,0.617,0.182,43-30,0.589,73,109140000,0.547945205479452,0.013337887117463807
7689,Raul Neto,PHI,2020, PG,1620564,28,185.42,81.64656,54,5.1,1.1,1.8,2.8,0.016,0.072,0.181,0.567,0.218,43-30,0.589,73,109140000,0.7397260273972602,0.014848488180318857
7691,Tobias Harris,PHI,2020, SF,32742000,27,203.2,102.511792,72,19.6,6.9,3.2,3.1,0.027,0.172,0.236,0.556,0.145,43-30,0.589,73,109140000,0.9863013698630136,0.3
7692,Norvel Pelle,PHI,2020, SF,350189,27,208.28,104.779752,24,2.4,3.0,0.3,-15.7,0.081,0.22,0.131,0.526,0.049,43-30,0.589,73,109140000,0.3287671232876712,0.003208621953454279
7693,Kyle O'Quinn,PHI,2020, C,1620564,30,205.74,113.398,29,3.5,4.0,1.8,-4.9,0.099,0.265,0.148,0.544,0.225,43-30,0.589,73,109140000,0.3972602739726027,0.014848488180318857
7694,Josh Richardson,PHI,2020, SG,10116576,26,195.58,90.7184,55,13.7,3.2,2.9,3.3,0.023,0.075,0.2,0.533,0.138,43-30,0.589,73,109140000,0.7534246575342466,0.09269356789444749
7695,Mike Scott,PHI,2020, PF,4767000,31,200.66,107.501304,68,6.0,3.6,0.8,5.7,0.051,0.148,0.132,0.557,0.064,43-30,0.589,73,109140000,0.9315068493150684,0.0436778449697636
7696,Matisse Thybulle,PHI,2020, SG,2582160,23,195.58,91.171992,65,4.7,1.6,1.2,2.4,0.033,0.049,0.108,0.539,0.081,43-30,0.589,73,109140000,0.8904109589041096,0.02365915338097856
7697,Garrett Temple,BKN,2020, SG,4767000,34,195.58,88.45044,62,10.3,3.5,2.5,-1.4,0.015,0.096,0.162,0.513,0.132,48-24,0.692,72,109140000,0.8611111111111112,0.0436778449697636
