Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG
Mindaugas Kuzminskas,NYK,2017, F,2898000,27,205.74,97.52228,68,6.3,1.9,1,-1.2,0.05,0.084,0.188,0.533,0.102,31-51,0.378,82
Justin Holiday,NYK,2017, SF,1015696,28,198.12,83.91452,82,7.7,2.7,1.2,-1.7,0.018,0.13,0.169,0.549,0.095,31-51,0.378,82
Lance Thomas,NYK,2017, F,6191000,29,203.2,106.59412,46,6,3.1,0.8,-9.7,0.035,0.123,0.132,0.516,0.053,31-51,0.378,82
Kyle O'Quinn,NYK,2017, C,3918750,27,208.28,113.398,79,6.3,5.6,1.5,-6.8,0.138,0.25,0.186,0.552,0.149,31-51,0.378,82
Kristaps Porzingis,NYK,2017, PF,4317720,21,220.98,108.86208,66,18.1,7.2,1.5,-3.1,0.056,0.177,0.244,0.546,0.073,31-51,0.378,82
Sasha Vujacic,NYK,2017, SG,980431,33,200.66,88.45044,42,3,1.4,1.2,-1.5,0.031,0.123,0.173,0.423,0.189,31-51,0.378,82
Ron Baker,NYK,2017, G,543471,24,193.04,99.79024,52,4.1,1.9,2.1,-2.5,0.015,0.113,0.152,0.456,0.188,31-51,0.378,82
Courtney Lee,NYK,2017, SG,11242000,31,195.58,90.7184,77,10.8,3.4,2.3,-4.9,0.023,0.092,0.145,0.559,0.104,31-51,0.378,82
Chasson Randle,NYK,2017, G,143860,24,187.96,83.91452,26,5.3,1.2,1.3,-3.4,0.022,0.097,0.197,0.586,0.173,31-51,0.378,82
Carmelo Anthony,NYK,2017, PF,24559380,33,203.2,108.86208,74,22.4,5.9,2.9,-5,0.026,0.16,0.29,0.535,0.141,31-51,0.378,82
Derrick Rose,NYK,2017, PG,21323252,28,190.5,86.18248,64,18,3.8,4.4,-3.9,0.034,0.092,0.256,0.53,0.216,31-51,0.378,82
Joakim Noah,NYK,2017, C,17000000,32,210.82,104.32616,46,5,8.8,2.2,-6,0.162,0.256,0.125,0.491,0.138,31-51,0.378,82
Willy Hernangomez,NYK,2017, C,1350000,23,210.82,108.86208,72,8.2,7,1.3,-2.8,0.142,0.263,0.202,0.564,0.116,31-51,0.378,82
Michael Gbinije,DET,2017, SG,650000,25,200.66,90.7184,9,0.4,0.3,0.2,-1.8,0.057,0.037,0.157,0.184,0.087,37-45,0.451,82
Kentavious Caldwell-Pope,DET,2017, SG,3678319,24,195.58,92.98636,76,13.8,3.3,2.5,-4,0.022,0.087,0.191,0.519,0.111,37-45,0.451,82
Tobias Harris,DET,2017, SF,17200000,24,205.74,106.59412,82,16.1,5.1,1.7,-1.3,0.026,0.155,0.218,0.568,0.087,37-45,0.451,82
Stanley Johnson,DET,2017, SF,2969880,21,200.66,111.13004,77,4.4,2.5,1.4,0.2,0.029,0.129,0.148,0.436,0.106,37-45,0.451,82
Reggie Jackson,DET,2017, PG,14956522,27,190.5,94.347136,52,14.5,2.2,5.2,-8.8,0.015,0.077,0.264,0.51,0.306,37-45,0.451,82
Reggie Bullock,DET,2017, SF,2255644,26,200.66,92.98636,31,4.5,2.1,0.9,5,0.029,0.119,0.131,0.538,0.086,37-45,0.451,82
Darrun Hilliard,DET,2017, G,874636,24,198.12,92.98636,39,3.3,0.8,0.8,-0.1,0.006,0.092,0.196,0.459,0.133,37-45,0.451,82
Andre Drummond,DET,2017, C,22116750,23,210.82,126.552168,81,13.6,13.8,1.1,-6.3,0.146,0.373,0.224,0.518,0.06,37-45,0.451,82
Boban Marjanovic,DET,2017, C,7000000,28,220.98,131.54168,35,5.5,3.7,0.3,1.9,0.166,0.313,0.248,0.606,0.054,37-45,0.451,82
Beno Udrih,DET,2017, PG,980431,34,190.5,92.98636,39,5.8,1.5,3.4,5.4,0.012,0.102,0.201,0.535,0.364,37-45,0.451,82
Aron Baynes,DET,2017, C,6500000,30,208.28,117.93392,75,4.9,4.4,0.4,5.2,0.108,0.206,0.143,0.57,0.039,37-45,0.451,82
Jon Leuer,DET,2017, F,10991957,28,208.28,103.418976,75,10.2,5.4,1.5,-2.3,0.055,0.174,0.173,0.551,0.088,37-45,0.451,82
Ish Smith,DET,2017, PG,6000000,28,182.88,79.3786,81,9.4,2.9,5.2,0.6,0.011,0.121,0.204,0.477,0.319,37-45,0.451,82
Henry Ellenson,DET,2017, PF,1704120,20,210.82,111.13004,19,3.2,2.2,0.4,-2,0.056,0.234,0.248,0.444,0.074,37-45,0.451,82
Marreese Speights,LAC,2017, F,1403611,29,208.28,115.66596,82,8.7,4.5,0.8,-2.4,0.077,0.245,0.239,0.584,0.085,51-31,0.622,82
Luc Mbah a Moute,LAC,2017, PF,2203000,30,203.2,104.32616,80,6.1,2.1,0.5,10.3,0.029,0.075,0.117,0.581,0.029,51-31,0.622,82
Wesley Johnson,LAC,2017, F,5628000,29,200.66,97.52228,68,2.7,2.7,0.3,-2.9,0.035,0.209,0.126,0.448,0.042,51-31,0.622,82
Raymond Felton,LAC,2017, G,980431,33,185.42,92.98636,80,6.7,2.7,2.4,-4.1,0.021,0.118,0.166,0.496,0.172,51-31,0.622,82
Paul Pierce,LAC,2017, SF,3527920,39,200.66,106.59412,25,3.2,1.9,0.4,2.4,0.004,0.168,0.149,0.535,0.049,51-31,0.622,82
Chris Paul,LAC,2017, PG,22868827,32,182.88,79.3786,61,18.1,5,9.2,14.9,0.025,0.149,0.243,0.614,0.444,51-31,0.622,82
DeAndre Jordan,LAC,2017, C,21165675,28,210.82,120.20188,81,12.7,13.8,1.2,9.7,0.136,0.343,0.153,0.673,0.054,51-31,0.622,82
Brice Johnson,LAC,2017, PF,1273920,23,208.28,104.32616,3,1.3,1,0.3,44.9,0.143,0.222,0.385,0.286,0.167,51-31,0.622,82
Alan Anderson,LAC,2017, SG,980431,34,198.12,99.79024,30,2.9,0.8,0.4,-10.8,0.011,0.077,0.142,0.494,0.052,51-31,0.622,82
Brandon Bass,LAC,2017, PF,980431,32,203.2,113.398,52,5.6,2.5,0.4,-13,0.086,0.165,0.2,0.65,0.063,51-31,0.622,82
Blake Griffin,LAC,2017, PF,20140839,28,208.28,113.851592,61,21.6,8.1,4.9,10.6,0.064,0.204,0.278,0.569,0.235,51-31,0.622,82
Austin Rivers,LAC,2017, PG,11000000,24,193.04,90.7184,74,12,2.2,2.8,-0.1,0.011,0.076,0.203,0.545,0.155,51-31,0.622,82
Jamal Crawford,LAC,2017, SG,13253012,37,195.58,88.45044,82,12.3,1.6,2.6,-1.7,0.009,0.058,0.225,0.525,0.159,51-31,0.622,82
JJ Redick,LAC,2017, SG,7377500,33,193.04,86.18248,78,15,2.2,1.4,9.7,0.006,0.078,0.217,0.599,0.074,51-31,0.622,82
Diamond Stone,LAC,2017, C,543471,20,210.82,115.66596,7,1.4,0.9,0,-58.7,0.037,0.2,0.324,0.339,0,51-31,0.622,82
Omri Casspi,MIN,2017, F,138414,29,205.74,102.0582,36,5.2,3.1,1,-8.4,0.047,0.167,0.14,0.526,0.087,31-51,0.378,82
Nemanja Bjelica,MIN,2017, PF,3800000,29,208.28,102.0582,65,6.2,3.8,1.2,1.3,0.053,0.184,0.164,0.526,0.102,31-51,0.378,82
Karl-Anthony Towns,MIN,2017, C,5960160,21,213.36,110.676448,82,25.1,12.3,2.7,-0.9,0.114,0.277,0.274,0.618,0.127,31-51,0.378,82
Kris Dunn,MIN,2017, PG,3872520,23,193.04,92.98636,78,3.8,2.1,2.4,-2.8,0.021,0.131,0.142,0.432,0.2,31-51,0.378,82
Zach LaVine,MIN,2017, PG,2240880,22,195.58,83.91452,47,18.9,3.4,3,-3.6,0.012,0.098,0.218,0.576,0.128,31-51,0.378,82
Tyus Jones,MIN,2017, PG,1339680,21,187.96,88.45044,60,3.5,1.1,2.6,2.5,0.015,0.089,0.135,0.523,0.276,31-51,0.378,82
Ricky Rubio,MIN,2017, PG,13550000,26,193.04,86.18248,75,11.1,4.1,9.1,-1,0.032,0.112,0.174,0.539,0.385,31-51,0.378,82
Shabazz Muhammad,MIN,2017, F,3046299,24,198.12,101.151016,78,9.9,2.8,0.4,-1.5,0.063,0.109,0.214,0.566,0.038,31-51,0.378,82
Cole Aldrich,MIN,2017, C,7643979,28,210.82,113.398,62,1.7,2.5,0.4,-0.2,0.11,0.248,0.094,0.549,0.063,31-51,0.378,82
Andrew Wiggins,MIN,2017, SF,6006600,22,203.2,90.264808,82,23.6,4,2.3,-0.5,0.039,0.087,0.288,0.534,0.104,31-51,0.378,82
Adreian Payne,MIN,2017, PF,2022240,26,208.28,107.501304,18,3.5,1.8,0.4,0.8,0.069,0.2,0.224,0.505,0.089,31-51,0.378,82
Brandon Rush,MIN,2017, F,3500000,31,198.12,102.0582,47,4.2,2.1,1,-0.8,0.019,0.089,0.097,0.505,0.058,31-51,0.378,82
Jordan Hill,MIN,2017, C,4000000,29,208.28,108.86208,7,1.7,2,0,13.9,0.205,0.133,0.18,0.432,0,31-51,0.378,82
John Lucas III,MIN,2017, PG,980431,34,180.34,75.296272,5,0.4,0,0.2,46.9,0,0,0.166,0.25,0.2,31-51,0.378,82
Gorgui Dieng,MIN,2017, C,2348783,27,210.82,108.86208,82,10,7.9,1.9,0.2,0.082,0.202,0.141,0.555,0.086,31-51,0.378,82
Markieff Morris,WAS,2017, PF,7400000,27,208.28,111.13004,76,14,6.5,1.7,3.9,0.051,0.18,0.204,0.54,0.076,49-33,0.598,82
Marcus Thornton,WAS,2017, SG,980431,30,193.04,92.98636,33,6.6,2.3,1.2,-12.7,0.043,0.12,0.188,0.494,0.108,49-33,0.598,82
Marcin Gortat,WAS,2017, C,12000000,33,210.82,108.86208,82,10.8,10.4,1.5,2.8,0.104,0.269,0.147,0.593,0.065,49-33,0.598,82
Kelly Oubre Jr.,WAS,2017, SF,2006640,21,200.66,92.98636,79,6.3,3.3,0.6,0.4,0.044,0.138,0.147,0.516,0.042,49-33,0.598,82
Otto Porter Jr.,WAS,2017, SF,5893981,24,203.2,89.811216,80,13.4,6.4,1.5,3.1,0.05,0.172,0.149,0.628,0.066,49-33,0.598,82
Tomas Satoransky,WAS,2017, SG,2870813,25,200.66,95.25432,57,2.7,1.5,1.6,2.3,0.041,0.089,0.127,0.477,0.183,49-33,0.598,82
Trey Burke,WAS,2017, PG,3386598,24,185.42,86.636072,57,5,0.8,1.8,-9.2,0.012,0.065,0.205,0.532,0.23,49-33,0.598,82
Sheldon Mac,WAS,2017, G,543471,24,198.12,90.7184,30,3,1.1,0.5,-8.7,0.015,0.115,0.143,0.518,0.078,49-33,0.598,82
Chris McCullough,WAS,2017, F,1191480,22,205.74,97.52228,16,2.3,1.2,0.1,26.8,0.129,0.123,0.198,0.526,0.036,49-33,0.598,82
Daniel Ochefu,WAS,2017, PF,543471,23,210.82,111.13004,19,1.3,1.2,0.2,-20.5,0.077,0.288,0.19,0.43,0.07,49-33,0.598,82
Brandon Jennings,WAS,2017, G,5000000,27,185.42,77.11064,81,7.1,2.4,4.9,-3,0.018,0.1,0.175,0.479,0.308,49-33,0.598,82
Bradley Beal,WAS,2017, SG,22116750,24,195.58,93.893544,77,23.1,3.1,3.5,5.6,0.022,0.078,0.263,0.604,0.154,49-33,0.598,82
Bojan Bogdanovic,WAS,2017, SF,3730653,28,203.2,102.0582,81,13.7,3.4,1.4,-7,0.02,0.124,0.224,0.585,0.086,49-33,0.598,82
Jason Smith,WAS,2017, F,5000000,31,213.36,108.86208,74,5.7,3.5,0.5,-0.7,0.071,0.203,0.169,0.598,0.052,49-33,0.598,82
John Wall,WAS,2017, PG,16957900,26,193.04,95.25432,78,23.1,4.2,10.7,3.9,0.023,0.105,0.302,0.541,0.45,49-33,0.598,82
Ian Mahinmi,WAS,2017, C,15944154,30,210.82,118.841104,31,5.6,4.8,0.6,0.3,0.098,0.204,0.14,0.601,0.05,49-33,0.598,82
Mario Hezonja,ORL,2017, SF,3909840,22,203.2,98.883056,65,4.9,2.2,1,-15.1,0.021,0.151,0.191,0.45,0.11,29-53,0.354,82
Marcus Georges-Hunt,ORL,2017, F,31969,23,198.12,99.79024,5,2.8,1.8,0.6,-25,0.022,0.163,0.124,0.614,0.13,29-53,0.354,82
Nikola Vucevic,ORL,2017, C,11750000,26,213.36,117.93392,75,14.6,10.4,2.8,-3.6,0.086,0.306,0.243,0.498,0.157,29-53,0.354,82
Terrence Ross,ORL,2017, SG,10000000,26,200.66,88.45044,78,11,2.6,1.1,3.4,0.01,0.108,0.189,0.55,0.066,29-53,0.354,82
Stephen Zimmerman,ORL,2017, C,950000,20,213.36,108.86208,19,1.2,1.8,0.2,-18.1,0.093,0.273,0.149,0.346,0.056,29-53,0.354,82
Patricio Garino,ORL,2017, SG,31969,24,198.12,92.079176,5,0,1.4,0,-21.1,0.025,0.133,0.103,0,0,29-53,0.354,82
D.J. Augustin,ORL,2017, PG,7250000,29,182.88,83.007336,78,7.9,1.5,2.7,-15.1,0.01,0.077,0.199,0.524,0.237,29-53,0.354,82
CJ Wilcox,ORL,2017, G,1209600,26,195.58,88.45044,22,1,0.5,0.5,-13.1,0.033,0.087,0.149,0.329,0.174,29-53,0.354,82
C.J. Watson,ORL,2017, PG,5000000,33,187.96,79.3786,62,4.5,1.4,1.8,-9.9,0.017,0.084,0.142,0.507,0.174,29-53,0.354,82
Damjan Rudez,ORL,2017, SF,980431,31,208.28,103.418976,45,1.8,0.6,0.4,-17.3,0.017,0.079,0.138,0.466,0.101,29-53,0.354,82
Aaron Gordon,ORL,2017, PF,4351320,21,205.74,99.79024,80,12.7,5.1,1.9,-2.8,0.054,0.141,0.2,0.53,0.097,29-53,0.354,82
Anthony Brown,ORL,2017, F,57672,24,200.66,95.707912,11,3.9,3,0.7,1.3,0.048,0.163,0.158,0.43,0.08,29-53,0.354,82
Bismack Biyombo,ORL,2017, C,17000000,24,205.74,115.66596,81,6,7,0.9,-9.4,0.094,0.256,0.135,0.546,0.065,29-53,0.354,82
Arinze Onuaku,ORL,2017, PF,980431,29,205.74,115.66596,8,0.5,0.8,0.3,-30.5,0.069,0.211,0.103,0.5,0.143,29-53,0.354,82
Jeff Green,ORL,2017, PF,15000000,30,205.74,106.59412,69,9.2,3.1,1.2,-9.1,0.027,0.125,0.204,0.505,0.089,29-53,0.354,82
Jodie Meeks,ORL,2017, G,6540000,29,193.04,95.25432,36,9.1,2.1,1.3,-5.4,0.007,0.114,0.196,0.567,0.089,29-53,0.354,82
Evan Fournier,ORL,2017, SG,17000000,24,200.66,92.98636,68,17.2,3.1,3,-4.9,0.021,0.081,0.233,0.555,0.144,29-53,0.354,82
Elfrid Payton,ORL,2017, PG,2613600,23,193.04,83.91452,82,12.8,4.7,6.5,-2.7,0.039,0.136,0.213,0.52,0.329,29-53,0.354,82
Marcus Smart,BOS,2017, PG,3578880,23,193.04,99.79024,79,10.6,3.9,4.6,2.5,0.036,0.107,0.185,0.486,0.226,53-29,0.646,82
Kelly Olynyk,BOS,2017, PF,3094014,26,213.36,107.954896,75,9,4.8,2,-0.4,0.053,0.207,0.188,0.603,0.159,53-29,0.646,82
Terry Rozier,BOS,2017, PG,1906440,23,187.96,86.18248,74,5.5,3.1,1.8,-0.2,0.034,0.162,0.172,0.466,0.164,53-29,0.646,82
Jordan Mickey,BOS,2017, F,1223653,22,203.2,106.59412,25,1.5,1.4,0.3,-17.1,0.099,0.202,0.157,0.473,0.084,53-29,0.646,82
Tyler Zeller,BOS,2017, C,8000000,27,213.36,114.758776,51,3.5,2.4,0.8,0.2,0.088,0.167,0.164,0.508,0.125,53-29,0.646,82
Al Horford,BOS,2017, PF,26540100,31,208.28,111.13004,68,14,6.8,5,5,0.049,0.183,0.199,0.553,0.239,53-29,0.646,82
Demetrius Jackson,BOS,2017, G,1450000,22,185.42,91.171992,5,2,0.8,0.6,6.3,0.091,0.118,0.172,0.753,0.3,53-29,0.646,82
Amir Johnson,BOS,2017, F,12000000,30,205.74,108.86208,80,6.5,4.6,1.8,8,0.084,0.169,0.138,0.628,0.125,53-29,0.646,82
Avery Bradley,BOS,2017, PG,8269663,26,187.96,81.64656,55,16.3,6.1,2.2,1.2,0.04,0.161,0.218,0.548,0.107,53-29,0.646,82
Jaylen Brown,BOS,2017, SG,4743000,20,200.66,102.0582,78,6.6,2.8,0.8,-2.2,0.038,0.146,0.183,0.539,0.077,53-29,0.646,82
James Young,BOS,2017, G,1825200,21,198.12,97.52228,29,2.3,0.9,0.1,-5.8,0.028,0.104,0.132,0.549,0.03,53-29,0.646,82
Jae Crowder,BOS,2017, SF,6286408,26,198.12,106.59412,72,13.9,5.8,2.2,7.8,0.024,0.171,0.17,0.613,0.097,53-29,0.646,82
Jonas Jerebko,BOS,2017, F,5000000,30,208.28,104.779752,78,3.8,3.5,0.9,3.2,0.055,0.192,0.115,0.537,0.081,53-29,0.646,82
Isaiah Thomas,BOS,2017, PG,6587132,28,175.26,83.91452,76,28.9,2.7,5.9,5,0.019,0.07,0.337,0.625,0.305,53-29,0.646,82
Gerald Green,BOS,2017, SG,980431,31,200.66,92.98636,47,5.6,1.8,0.7,1.3,0.032,0.14,0.229,0.524,0.1,53-29,0.646,82
Marc Gasol,MEM,2017, C,21165675,32,215.9,115.66596,74,19.5,6.3,4.6,1.4,0.027,0.19,0.267,0.554,0.246,43-39,0.524,82
Mike Conley,MEM,2017, PG,26540100,29,185.42,79.3786,69,20.5,3.5,6.3,3.1,0.015,0.108,0.263,0.604,0.329,43-39,0.524,82
Tony Allen,MEM,2017, SG,5505618,35,193.04,96.615096,71,9.1,5.5,1.4,1.2,0.095,0.139,0.181,0.493,0.083,43-39,0.524,82
Toney Douglas,MEM,2017, PG,379159,31,187.96,88.45044,24,4.9,2.5,2.3,-0.3,0.035,0.157,0.165,0.451,0.214,43-39,0.524,82
Wayne Selden,MEM,2017, G,83119,22,195.58,104.32616,14,5.1,1.1,0.9,-7.4,0.005,0.066,0.162,0.525,0.09,43-39,0.524,82
Wade Baldwin IV,MEM,2017, G,1793760,21,193.04,91.625584,33,3.2,1.4,1.8,-16.9,0.029,0.097,0.191,0.404,0.262,43-39,0.524,82
Vince Carter,MEM,2017, G,4264057,40,198.12,99.79024,73,8,3.1,1.8,3.6,0.023,0.128,0.149,0.542,0.112,43-39,0.524,82
Troy Daniels,MEM,2017, SG,3332940,25,193.04,92.98636,67,8.2,1.5,0.7,0.3,0.02,0.077,0.21,0.531,0.065,43-39,0.524,82
Chandler Parsons,MEM,2017, SF,22116750,28,208.28,104.32616,34,6.2,2.5,1.6,-3.6,0.01,0.141,0.184,0.436,0.122,43-39,0.524,82
Andrew Harrison,MEM,2017, G,945000,22,198.12,96.615096,72,5.9,1.9,2.8,-0.3,0.017,0.09,0.164,0.477,0.209,43-39,0.524,82
Zach Randolph,MEM,2017, F,10361445,35,205.74,117.93392,73,14.1,8.2,1.7,-1.1,0.113,0.28,0.285,0.49,0.131,43-39,0.524,82
Brandan Wright,MEM,2017, F,5709880,29,208.28,95.25432,28,6.8,2.8,0.5,3.9,0.078,0.115,0.166,0.628,0.06,43-39,0.524,82
Jarell Martin,MEM,2017, F,1286160,23,208.28,108.408488,42,3.9,3.9,0.2,-4.1,0.078,0.24,0.161,0.477,0.025,43-39,0.524,82
James Ennis III,MEM,2017, SF,2898000,26,200.66,95.25432,64,6.7,4,1,0.7,0.051,0.143,0.129,0.581,0.067,43-39,0.524,82
JaMychal Green,MEM,2017, PF,980431,27,205.74,102.965384,77,8.9,7.1,1.1,0.4,0.091,0.212,0.147,0.601,0.064,43-39,0.524,82
Deyonta Davis,MEM,2017, F,1369299,20,208.28,108.86208,36,1.6,1.7,0.1,-7.2,0.088,0.185,0.119,0.528,0.015,43-39,0.524,82
Manu Ginobili,SAS,2017, G,14000000,39,198.12,92.98636,69,7.5,2.3,2.7,10.4,0.025,0.113,0.195,0.532,0.199,61-21,0.744,82
Nicolas Laprovittola,SAS,2017, G,543471,27,193.04,81.64656,18,3.3,0.6,1.6,-9.7,0.007,0.058,0.19,0.579,0.301,61-21,0.744,82
Kawhi Leonard,SAS,2017, SF,17638063,26,200.66,104.32616,74,25.5,5.8,3.5,8.6,0.038,0.16,0.312,0.61,0.182,61-21,0.744,82
LaMarcus Aldridge,SAS,2017, PF,20575005,31,210.82,117.93392,72,17.3,7.3,1.9,6.1,0.084,0.171,0.249,0.532,0.1,61-21,0.744,82
Kyle Anderson,SAS,2017, SF,1192080,23,205.74,104.32616,72,3.4,2.9,1.3,10.5,0.038,0.187,0.122,0.525,0.126,61-21,0.744,82
Tony Parker,SAS,2017, G,14445313,35,187.96,83.91452,63,10.1,1.8,4.5,5.4,0.007,0.072,0.207,0.514,0.276,61-21,0.744,82
Pau Gasol,SAS,2017, PF,15500000,36,213.36,113.398,64,12.4,7.8,2.3,6.8,0.077,0.271,0.216,0.578,0.143,61-21,0.744,82
Patty Mills,SAS,2017, PG,3578948,28,182.88,83.91452,80,9.5,1.8,3.5,12,0.015,0.074,0.189,0.578,0.236,61-21,0.744,82
Dejounte Murray,SAS,2017, PG,1180080,20,195.58,77.11064,38,3.4,1.1,1.3,2.9,0.023,0.117,0.241,0.503,0.236,61-21,0.744,82
Davis Bertans,SAS,2017, SF,543471,24,208.28,95.25432,67,4.5,1.5,0.7,6.3,0.031,0.105,0.155,0.609,0.084,61-21,0.744,82
David Lee,SAS,2017, PF,1551659,34,205.74,111.13004,79,7.3,5.6,1.6,11,0.118,0.211,0.166,0.613,0.126,61-21,0.744,82
Danny Green,SAS,2017, SG,10000000,30,198.12,97.52228,68,7.3,3.3,1.8,7.8,0.02,0.116,0.137,0.537,0.097,61-21,0.744,82
Bryn Forbes,SAS,2017, SG,543471,23,190.5,86.18248,36,2.6,0.6,0.6,-8.7,0.007,0.082,0.181,0.462,0.146,61-21,0.744,82
Jonathon Simmons,SAS,2017, G,874636,27,198.12,88.45044,78,6.2,2.1,1.6,8.8,0.017,0.111,0.179,0.504,0.137,61-21,0.744,82
Joel Anthony,SAS,2017, PF,346034,34,205.74,111.13004,19,1.3,1.6,0.2,-7.3,0.068,0.19,0.088,0.64,0.041,61-21,0.744,82
Dewayne Dedmon,SAS,2017, C,2898000,27,213.36,111.13004,76,5.1,6.5,0.6,8.4,0.114,0.302,0.122,0.645,0.049,61-21,0.744,82
Marquese Chriss,PHX,2017, C,2941440,19,208.28,105.686936,82,9.2,4.2,0.7,-10.8,0.058,0.164,0.196,0.529,0.051,24-58,0.293,82
Leandro Barbosa,PHX,2017, SG,4000000,34,190.5,87.996848,67,6.3,1.6,1.2,-1.8,0.018,0.106,0.207,0.509,0.128,24-58,0.293,82
Tyson Chandler,PHX,2017, C,12415000,34,215.9,108.86208,47,8.4,11.5,0.6,-2.9,0.127,0.339,0.113,0.703,0.033,24-58,0.293,82
Tyler Ulis,PHX,2017, G,918369,21,177.8,68.0388,61,7.3,1.6,3.7,-6.5,0.018,0.073,0.202,0.474,0.297,24-58,0.293,82
Ronnie Price,PHX,2017, PG,276828,34,187.96,86.18248,14,1,0.8,1.3,-12.8,0.02,0.068,0.087,0.272,0.188,24-58,0.293,82
Derrick Jones Jr.,PHX,2017, SF,543471,20,200.66,86.18248,32,5.3,2.5,0.4,4.4,0.076,0.078,0.117,0.604,0.03,24-58,0.293,82
Alan Williams,PHX,2017, C,874636,24,203.2,117.93392,47,7.4,6.2,0.5,-0.3,0.138,0.293,0.206,0.547,0.049,24-58,0.293,82
Alex Len,PHX,2017, C,4823621,24,215.9,117.93392,77,8,6.6,0.6,-11.1,0.104,0.251,0.176,0.553,0.043,24-58,0.293,82
Brandon Knight,PHX,2017, PG,12606250,25,190.5,88.45044,54,11,2.2,2.4,-12.1,0.023,0.094,0.253,0.502,0.194,24-58,0.293,82
Devin Booker,PHX,2017, SG,2223600,20,198.12,93.439952,78,22.1,3.2,3.4,-4.4,0.018,0.082,0.284,0.531,0.16,24-58,0.293,82
Jarell Eddie,PHX,2017, F,57672,25,200.66,98.883056,5,4.8,1.4,0,-3.4,0.014,0.088,0.154,0.523,0,24-58,0.293,82
Jared Dudley,PHX,2017, SF,10470000,31,200.66,102.0582,64,6.8,3.5,1.9,-1,0.024,0.156,0.138,0.579,0.126,24-58,0.293,82
John Jenkins,PHX,2017, G,1050961,26,193.04,97.52228,4,1.8,0.3,0.3,21.6,0,0.111,0.182,0.595,0.083,24-58,0.293,82
Eric Bledsoe,PHX,2017, PG,14000000,27,185.42,92.98636,66,21.1,4.8,6.3,-4.1,0.025,0.139,0.28,0.563,0.309,24-58,0.293,82
Elijah Millsap,PHX,2017, F,23069,29,200.66,97.52228,2,1.5,3,0.5,-1.8,0.125,0.15,0.199,0.19,0.067,24-58,0.293,82
Dragan Bender,PHX,2017, F,4276320,19,215.9,102.0582,43,3.4,2.4,0.5,-2,0.043,0.155,0.148,0.44,0.057,24-58,0.293,82
Okaro White,MIA,2017, F,210995,24,203.2,92.532768,35,2.8,2.3,0.6,8.6,0.061,0.142,0.109,0.507,0.061,41-41,0.5,82
Josh McRoberts,MIA,2017, PF,5782450,30,208.28,108.86208,22,4.9,3.4,2.3,-9.3,0.065,0.154,0.175,0.439,0.2,41-41,0.5,82
Justise Winslow,MIA,2017, SF,2593440,21,200.66,102.0582,18,10.9,5.2,3.7,-0.4,0.04,0.122,0.2,0.399,0.153,41-41,0.5,82
Josh Richardson,MIA,2017, SG,874636,23,198.12,90.7184,53,10.2,3.2,2.6,1.2,0.023,0.095,0.168,0.493,0.128,41-41,0.5,82
Luke Babbitt,MIA,2017, F,1227286,28,205.74,102.0582,68,4.8,2.1,0.5,1.8,0.013,0.132,0.133,0.563,0.049,41-41,0.5,82
Willie Reed,MIA,2017, C,1015696,27,210.82,111.13004,71,5.3,4.7,0.4,2.6,0.135,0.223,0.153,0.578,0.04,41-41,0.5,82
Wayne Ellington,MIA,2017, SG,6000000,29,193.04,90.7184,62,10.5,2.1,1.1,2.7,0.013,0.087,0.179,0.565,0.07,41-41,0.5,82
Udonis Haslem,MIA,2017, PF,4000000,37,203.2,106.59412,16,1.9,2.3,0.4,-23.8,0.063,0.255,0.131,0.524,0.094,41-41,0.5,82
Tyler Johnson,MIA,2017, SG,5628000,25,193.04,84.368112,73,13.7,4,3.2,0.5,0.025,0.125,0.207,0.535,0.17,41-41,0.5,82
Rodney McGruder,MIA,2017, SG,543471,25,193.04,92.98636,78,6.4,3.3,1.6,-0.2,0.054,0.093,0.124,0.506,0.088,41-41,0.5,82
James Johnson,MIA,2017, PF,4000000,30,205.74,113.398,76,12.8,4.9,3.6,2.6,0.035,0.163,0.219,0.564,0.21,41-41,0.5,82
Dion Waiters,MIA,2017, SG,2898000,25,193.04,99.79024,46,15.8,3.3,4.3,2.8,0.015,0.107,0.264,0.507,0.234,41-41,0.5,82
Hassan Whiteside,MIA,2017, C,22116750,28,213.36,120.20188,77,17,14.1,0.7,1.3,0.129,0.349,0.226,0.579,0.037,41-41,0.5,82
Goran Dragic,MIA,2017, PG,15891725,31,190.5,86.18248,73,20.3,3.8,5.8,0.6,0.028,0.098,0.268,0.575,0.283,41-41,0.5,82
Omer Asik,NOP,2017, C,9904494,30,213.36,115.66596,31,2.7,5.3,0.5,-4.9,0.101,0.252,0.088,0.517,0.044,34-48,0.415,82
Jrue Holiday,NOP,2017, SG,11286518,27,193.04,92.98636,67,15.4,3.9,7.3,0.9,0.022,0.103,0.235,0.532,0.355,34-48,0.415,82
Tim Frazier,NOP,2017, PG,2090000,26,185.42,77.11064,65,7.1,2.7,5.2,-3,0.023,0.097,0.163,0.504,0.312,34-48,0.415,82
Reggie Williams,NOP,2017, SF,895197,30,201,86,6,4.5,1,0.7,-20.2,0.022,0.062,0.132,0.518,0.087,34-48,0.415,82
