,player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,position,salary
165,Mookie Blaylock,GSW,34.0,185.42,83.91452,69,11.0,3.9,6.7,-8.0,0.03,0.0969999999999999,0.174,0.455,0.32,2001, G,4800000
166,Mike Bibby,VAN,23.0,185.42,86.18248,82,15.9,3.7,8.4,-6.8,0.017,0.091,0.211,0.525,0.376,2001, PG,3308000
167,Metta World Peace,CHI,21.0,200.66,111.583632,76,11.9,3.9,3.0,-8.4,0.0289999999999999,0.124,0.217,0.483,0.171,2001, SF,1160000
168,Mark Bryant,DAL,36.0,205.74,113.398,18,1.1,1.2,0.2,-9.6,0.044,0.191,0.121,0.428,0.042,2001, F,458000
169,Otis Thorpe,CHH,38.0,208.28,112.490816,49,2.8,3.0,0.6,-0.7,0.095,0.174,0.126,0.487,0.077,2001, C,2200000
170,Mark Madsen,LAL,25.0,205.74,108.86208,70,2.0,2.2,0.3,-5.1,0.127,0.1369999999999999,0.108,0.53,0.06,2001, PF,707000
171,Mark Pope,MIL,28.0,208.28,106.59412,63,2.4,2.3,0.6,6.4,0.066,0.105,0.083,0.48,0.052,2001, C,498000
172,Mateen Cleaves,DET,23.0,187.96,92.98636,78,5.4,1.7,2.7,-2.4,0.022,0.091,0.205,0.4579999999999999,0.281,2001, PG,1253000
173,Matt Bullard,HOU,34.0,208.28,106.59412,61,5.8,2.1,0.7,7.9,0.027,0.118,0.151,0.569,0.067,2001, F,1481000
174,Matt Geiger,PHI,31.0,215.9,112.490816,35,6.1,4.0,0.4,4.0,0.1,0.191,0.2269999999999999,0.43,0.047,2001, C,7515000
175,Matt Harpring,CLE,25.0,200.66,104.779752,56,11.1,4.3,1.8,-4.9,0.065,0.105,0.191,0.522,0.11,2001, SF,1244000
176,Matt Maloney,ATL,29.0,190.5,90.7184,55,6.7,2.1,2.8,-2.8,0.011,0.081,0.14,0.508,0.187,2001, G,548000
177,Michael Curry,DET,32.0,195.58,95.25432,68,5.2,1.8,1.9,-3.6,0.015,0.077,0.124,0.507,0.138,2001, SF,2200000
178,Michael Dickerson,VAN,26.0,193.04,86.18248,70,16.3,3.3,3.3,-5.9,0.032,0.069,0.226,0.501,0.157,2001, G,1310000
179,Michael Finley,DAL,28.0,200.66,97.52228,82,21.5,5.2,4.4,5.5,0.036,0.1,0.249,0.521,0.18,2001, SG,8400000
180,Michael Olowokandi,LAC,26.0,213.36,131.995272,82,8.5,6.4,0.6,-6.9,0.093,0.192,0.209,0.451,0.038,2001, C,3697000
181,Michael Redd,MIL,21.0,198.12,97.068688,6,2.2,0.7,0.2,-13.3,0.073,0.038,0.283,0.3,0.0559999999999999,2001, SG,316000
182,Michael Stewart,TOR,26.0,208.28,104.32616,26,1.3,1.1,0.1,-21.2,0.131,0.148,0.1669999999999999,0.3939999999999999,0.03,2001, PF,3520000
183,Mark Jackson,NYK,36.0,190.5,92.98636,83,7.6,3.7,8.0,0.4,0.0279999999999999,0.107,0.143,0.505,0.396,2001, PG,3565000
184,Pat Garrity,ORL,24.0,205.74,107.954896,76,8.3,2.8,0.7,-1.6,0.034,0.119,0.192,0.507,0.0559999999999999,2001, PF,1019000
185,Robert Horry,LAL,30.0,208.28,106.59412,79,5.2,3.7,1.6,2.1,0.068,0.149,0.141,0.489,0.124,2001, PF,5300000
186,Robert Pack,DEN,32.0,187.96,86.18248,74,6.5,1.9,4.0,-4.4,0.025,0.094,0.213,0.493,0.375,2001, PG,4320000
187,Robert Traylor,CLE,24.0,203.2,131.088088,70,5.7,4.3,0.9,-3.7,0.12,0.175,0.181,0.521,0.088,2001, PF,2203000
188,Rod Strickland,POR,34.0,190.5,83.91452,54,9.2,2.6,5.6,-6.2,0.031,0.089,0.204,0.493,0.385,2001, PG,2250000
189,Rodney Buford,PHI,23.0,195.58,85.728888,47,5.3,1.6,0.4,-0.3,0.031,0.1169999999999999,0.2239999999999999,0.489,0.055,2001, SF,288000
190,Rodney Rogers,PHX,30.0,200.66,115.66596,82,12.2,4.4,2.2,1.3,0.049,0.144,0.2319999999999999,0.507,0.145,2001, SF,2200000
191,Ron Harper,LAL,37.0,198.12,97.52228,47,6.5,3.5,2.4,4.2,0.046,0.1159999999999999,0.139,0.525,0.144,2001, G,2200000
192,Ron Mercer,CHI,25.0,200.66,95.25432,61,19.7,3.9,3.3,-11.0,0.033,0.08,0.248,0.492,0.16,2001, SG,5515000
193,Roshown McLeod,PHI,25.0,203.2,100.243832,35,9.6,3.4,1.7,-2.6,0.046,0.1,0.205,0.475,0.1119999999999999,2001, F,978000
194,Ruben Patterson,SEA,25.0,195.58,101.604608,76,13.0,5.0,2.1,3.1,0.106,0.11,0.2319999999999999,0.544,0.13,2001, PF,990000
195,Ruben Wolkowyski,SEA,27.0,208.28,122.46984,34,2.2,1.4,0.1,0.9,0.043,0.113,0.153,0.3989999999999999,0.015,2001, F,316000
196,Ryan Bowen,DEN,25.0,200.66,99.79024,57,3.4,2.0,0.5,-2.4,0.093,0.083,0.1169999999999999,0.585,0.068,2001, SF,508000
197,Sam Cassell,MIL,31.0,190.5,83.91452,76,18.2,3.8,7.6,4.7,0.019,0.098,0.246,0.542,0.346,2001, PG,3500000
198,Sam Mitchell,MIN,37.0,200.66,97.52228,82,3.5,1.5,0.7,-4.7,0.031,0.122,0.161,0.455,0.089,2001, F,2100000
199,Sam Perkins,IND,40.0,205.74,117.93392,64,3.8,2.6,0.6,0.1,0.037,0.159,0.123,0.499,0.066,2001, C,2250000
200,Mark Blount,BOS,25.0,213.36,104.32616,64,3.9,3.6,0.5,-2.0,0.1,0.147,0.123,0.541,0.049,2001, C,423000
201,Ricky Davis,MIA,21.0,200.66,89.357624,7,4.6,1.0,1.6,21.1,0.015,0.083,0.2289999999999999,0.492,0.2339999999999999,2001, SG,939000
202,P.J. Brown,CHH,31.0,210.82,108.86208,80,8.5,9.3,1.6,5.3,0.104,0.1989999999999999,0.124,0.518,0.071,2001, PF,5764000
203,Rick Fox,LAL,31.0,200.66,109.769264,82,9.6,4.0,3.2,6.1,0.04,0.1159999999999999,0.162,0.562,0.168,2001, SF,3412000
204,Richard Hamilton,WAS,23.0,198.12,83.91452,78,18.1,3.1,2.9,-7.2,0.034,0.076,0.281,0.508,0.172,2001, SG,1973000
205,Patrick Ewing,SEA,38.0,213.36,115.66596,79,9.6,7.4,1.2,-4.2,0.066,0.248,0.2019999999999999,0.478,0.071,2001, C,14000000
206,Paul McPherson,GSW,22.0,193.04,95.25432,55,4.8,1.4,0.7,-2.5,0.069,0.078,0.204,0.542,0.105,2001, G,316000
207,Paul Pierce,BOS,23.0,198.12,104.32616,82,25.3,6.4,3.1,-1.3,0.034,0.1669999999999999,0.306,0.563,0.166,2001, SF,1608000
208,Peja Stojakovic,SAC,24.0,205.74,103.872568,75,20.4,5.8,2.2,5.7,0.036,0.124,0.223,0.5760000000000001,0.094,2001, SF,1310000
209,Popeye Jones,WAS,31.0,203.2,113.398,45,3.6,4.9,0.7,-3.1,0.141,0.267,0.134,0.457,0.075,2001, PF,2815000
210,Quentin Richardson,LAC,21.0,198.12,101.151016,76,8.1,3.4,0.8,-5.6,0.088,0.127,0.218,0.516,0.0819999999999999,2001, SF,1020000
211,Quincy Lewis,UTA,24.0,200.66,97.52228,35,3.5,1.3,0.5,6.1,0.046,0.1,0.172,0.469,0.077,2001, SG,1000000
212,Raef LaFrentz,DEN,25.0,210.82,108.86208,78,12.9,7.8,1.4,-0.6,0.075,0.191,0.186,0.544,0.073,2001, C,2970000
213,Rafer Alston,MIL,24.0,187.96,78.471416,37,2.1,0.8,1.8,-5.9,0.015,0.114,0.178,0.429,0.386,2001, PG,423000
214,Raja Bell,PHI,24.0,195.58,92.532768,5,1.0,0.2,0.0,11.7,0.0,0.038,0.138,0.357,0.0,2001, SG,24000
215,Randy Brown,BOS,33.0,187.96,86.18248,54,4.1,1.8,2.9,-1.5,0.021,0.078,0.115,0.4379999999999999,0.1969999999999999,2001, G,2250000
216,Rashard Lewis,SEA,21.0,208.28,97.52228,78,14.8,6.9,1.6,1.5,0.06,0.165,0.182,0.5870000000000001,0.073,2001, PF,3920000
217,Rasheed Wallace,POR,26.0,210.82,104.32616,77,19.2,7.8,2.8,6.3,0.063,0.177,0.2339999999999999,0.56,0.128,2001, PF,12600000
218,Rasho Nesterovic,MIN,25.0,213.36,113.398,73,4.5,3.9,0.6,0.6,0.088,0.171,0.147,0.472,0.053,2001, C,1123000
219,Ray Allen,MIL,25.0,195.58,92.98636,82,22.0,5.2,4.6,6.6,0.037,0.1159999999999999,0.242,0.61,0.1989999999999999,2001, SG,10125000
220,Reggie Miller,IND,35.0,200.66,91.625584,81,18.9,3.5,3.2,0.8,0.0139999999999999,0.086,0.215,0.574,0.145,2001, SG,10666000
221,Rick Brunson,NYK,29.0,193.04,86.18248,22,2.1,1.0,1.4,-3.0,0.026,0.091,0.166,0.38,0.287,2001, PG,507000
222,Mario Elie,PHX,37.0,195.58,102.0582,68,4.4,2.3,1.9,2.4,0.0279999999999999,0.09,0.1009999999999999,0.541,0.133,2001, G,548000
223,Johnny Newman,NJN,37.0,200.66,95.25432,82,10.9,2.1,1.4,-8.6,0.019,0.0819999999999999,0.208,0.542,0.105,2001, F,1400000
224,Marcus Camby,NYK,27.0,210.82,102.0582,63,12.0,11.5,0.8,2.3,0.115,0.29,0.171,0.5589999999999999,0.043,2001, C,5750000
225,Hubert Davis,WAS,31.0,195.58,83.007336,66,7.9,2.1,1.7,-0.1,0.019,0.073,0.144,0.569,0.104,2001, SG,752000
226,Jermaine O'Neal,IND,22.0,210.82,102.511792,81,12.9,9.8,1.2,0.7,0.111,0.22,0.214,0.501,0.066,2001, C,5700000
227,Jacque Vaughn,UTA,26.0,185.42,86.18248,82,6.1,1.8,3.9,-6.3,0.0139999999999999,0.1,0.171,0.535,0.3429999999999999,2001, PG,1500000
228,Jerome Moiso,BOS,23.0,208.28,105.233344,24,1.5,1.8,0.1,-2.2,0.091,0.273,0.187,0.422,0.043,2001, C,1461000
229,Jerry Stackhouse,DET,26.0,198.12,98.883056,80,29.8,3.9,5.1,-1.2,0.032,0.073,0.348,0.521,0.258,2001, SF,5000000
230,Jim McIlvaine,NJN,28.0,215.9,108.86208,18,1.6,1.9,0.2,-11.7,0.048,0.179,0.099,0.421,0.038,2001, C,5400000
231,Joe Smith,DET,25.0,208.28,102.0582,69,12.3,7.1,1.1,-0.1,0.086,0.188,0.22,0.475,0.069,2001, PF,2250000
232,Joel Przybilla,MIL,21.0,215.9,115.66596,33,0.8,2.2,0.1,-9.5,0.115,0.161,0.09,0.3389999999999999,0.011,2001, C,1619000
233,John Amaechi,ORL,30.0,208.28,122.46984,82,7.9,3.3,0.9,-5.3,0.048,0.128,0.2189999999999999,0.455,0.074,2001, PF,598000
234,John Crotty,UTA,31.0,187.96,87.996848,31,2.1,0.9,1.1,0.7,0.0579999999999999,0.07,0.159,0.4429999999999999,0.211,2001, G,800000
235,Jerome Williams,TOR,28.0,205.74,93.439952,59,6.3,6.5,0.8,0.1,0.121,0.239,0.153,0.526,0.062,2001, PF,2750000
236,Jahidi White,WAS,25.0,205.74,131.54168,68,8.6,7.7,0.3,-7.3,0.131,0.255,0.192,0.535,0.021,2001, C,3922000
237,Jake Tsakalidis,PHX,22.0,218.44,129.27372,57,4.5,4.2,0.3,-3.1,0.0969999999999999,0.187,0.155,0.502,0.033,2001, C,763000
238,Jake Voskuhl,CHI,23.0,210.82,111.13004,16,1.9,2.1,0.3,-24.7,0.098,0.2,0.141,0.481,0.068,2001, C,316000
239,Scot Pollard,SAC,26.0,210.82,120.20188,77,6.5,6.0,0.6,9.1,0.1169999999999999,0.184,0.146,0.53,0.046,2001, C,3922000
240,Jeff McInnis,LAC,26.0,193.04,80.73937600000001,81,12.9,2.7,5.5,-5.5,0.017,0.071,0.183,0.521,0.27,2001, PG,523000
241,Jeff Foster,IND,24.0,210.82,109.769264,71,3.5,5.5,0.5,4.1,0.144,0.236,0.121,0.492,0.047,2001, PF,922000
242,Jason Williams,SAC,25.0,185.42,86.18248,77,9.4,2.4,5.4,5.4,0.009,0.075,0.1669999999999999,0.498,0.256,2001, PG,2011000
243,Jason Terry,ATL,23.0,187.96,78.017824,82,19.7,3.3,4.9,-5.8,0.015,0.081,0.252,0.531,0.236,2001, G,1579000
244,Jason Kidd,PHX,28.0,193.04,96.161504,77,16.9,6.4,9.8,2.0,0.033,0.151,0.2269999999999999,0.51,0.419,2001, PG,7630000
245,Jason Hart,MIL,23.0,187.96,82.10015200000001,1,2.0,0.0,1.0,-7.3,0.0,0.0,0.126,1.0,0.25,2001, PG,316000
246,Jason Collier,HOU,23.0,213.36,117.93392,23,3.1,1.6,0.3,-12.5,0.059,0.16,0.1939999999999999,0.435,0.05,2001, C,1190000
247,Jason Caffey,MIL,28.0,203.2,116.119552,70,7.1,5.0,0.8,-1.2,0.106,0.1689999999999999,0.168,0.544,0.057,2001, F,4375000
248,Jamie Feick,NJN,26.0,205.74,115.66596,6,3.7,9.3,0.8,-4.3,0.091,0.319,0.105,0.389,0.053,2001, F,2200000
249,James Posey,DEN,24.0,203.2,97.52228,82,8.1,5.3,2.0,1.3,0.0579999999999999,0.146,0.149,0.511,0.11,2001, SF,1047000
250,Jamel Thomas,NJN,24.0,198.12,99.336648,5,2.6,1.8,0.0,-16.2,0.068,0.104,0.1939999999999999,0.342,0.0,2001, F,24000
251,Jamal Mashburn,CHH,28.0,203.2,109.315672,76,20.1,7.6,5.4,3.7,0.034,0.184,0.268,0.493,0.262,2001, SF,6200000
252,Jamal Crawford,CHI,21.0,195.58,90.7184,61,4.6,1.5,2.3,-14.1,0.01,0.092,0.178,0.442,0.235,2001, SG,2200000
253,Jamaal Magloire,CHH,23.0,208.28,117.93392,74,4.6,4.0,0.4,3.2,0.111,0.195,0.1639999999999999,0.506,0.042,2001, C,975000
254,Jalen Rose,IND,28.0,203.2,102.0582,72,20.5,5.0,6.0,-0.3,0.015,0.119,0.257,0.53,0.288,2001, SG,9658000
255,John Starks,UTA,35.0,195.58,86.18248,75,9.3,2.1,2.4,3.8,0.017,0.073,0.181,0.476,0.13,2001, G,2250000
256,John Stockton,UTA,39.0,185.42,79.3786,82,11.5,2.8,8.7,11.4,0.0289999999999999,0.087,0.186,0.61,0.452,2001, G,11000000
257,John Wallace,DET,27.0,205.74,102.0582,40,5.9,2.1,0.6,-8.8,0.049,0.121,0.2339999999999999,0.4629999999999999,0.0819999999999999,2001, SF,2200000
258,Jon Barry,SAC,31.0,195.58,95.25432,62,5.1,1.5,2.1,4.7,0.017,0.081,0.151,0.55,0.207,2001, SG,2727000
259,Lamond Murray,CLE,28.0,200.66,107.047712,78,12.8,4.4,1.6,-4.9,0.054,0.124,0.233,0.49,0.099,2001, SF,3375000
260,Laron Profit,WAS,23.0,195.58,92.532768,35,4.3,1.8,2.5,-5.9,0.035,0.088,0.151,0.47,0.2239999999999999,2001, SG,508000
261,Larry Hughes,GSW,22.0,195.58,83.46092800000001,50,16.5,5.5,4.5,-7.5,0.042,0.122,0.246,0.449,0.2,2001, SG,1842000
262,Larry Johnson,NYK,32.0,200.66,106.59412,65,9.9,5.6,2.0,0.0,0.053,0.156,0.176,0.493,0.108,2001, F,12485000
263,Latrell Sprewell,NYK,30.0,195.58,86.18248,77,17.7,4.5,3.5,2.1,0.02,0.1159999999999999,0.258,0.497,0.172,2001, SG,10125000
264,Lawrence Funderburke,SAC,30.0,205.74,104.32616,59,4.9,3.3,0.3,0.2,0.1159999999999999,0.188,0.196,0.522,0.043,2001, PF,2700000
265,Lindsey Hunter,MIL,30.0,187.96,90.7184,82,10.1,2.1,2.7,5.1,0.018,0.0819999999999999,0.204,0.5,0.191,2001, SG,2650000
266,Lorenzen Wright,ATL,25.0,210.82,108.86208,71,12.4,7.5,1.2,-7.6,0.1009999999999999,0.1969999999999999,0.233,0.486,0.079,2001, PF,4950000
267,Loy Vaught,WAS,33.0,205.74,108.86208,51,3.3,3.4,0.5,-6.0,0.107,0.263,0.165,0.484,0.068,2001, F,4812000
268,Luc Longley,NYK,32.0,218.44,120.20188,25,2.0,2.6,0.3,6.6,0.103,0.145,0.136,0.3989999999999999,0.04,2001, C,5750000
269,Lucious Harris,NJN,30.0,195.58,92.98636,73,9.4,3.9,1.8,-5.8,0.038,0.127,0.1639999999999999,0.498,0.109,2001, SG,2160000
270,Mahmoud Abdul-Rauf,VAN,32.0,185.42,73.481904,41,6.5,0.6,1.9,-1.6,0.012,0.048,0.2689999999999999,0.514,0.285,2001, G,548000
271,Malik Rose,SAS,26.0,200.66,115.66596,57,7.7,5.4,0.8,9.6,0.094,0.187,0.1969999999999999,0.498,0.067,2001, PF,2570000
272,Marc Jackson,GSW,26.0,208.28,122.46984,48,13.2,7.5,1.2,-10.2,0.086,0.1989999999999999,0.208,0.534,0.071,2001, PF,316000
273,Lamar Odom,LAC,21.0,208.28,96.615096,76,17.2,7.8,5.2,-2.9,0.047,0.19,0.243,0.536,0.246,2001, PF,2628000
274,Marcus Fizer,CHI,22.0,205.74,118.841104,72,9.5,4.3,1.1,-14.2,0.055,0.19,0.247,0.476,0.0969999999999999,2001, F,2562000
275,LaPhonso Ellis,MIN,31.0,203.2,108.86208,82,9.4,6.0,1.1,1.2,0.1169999999999999,0.182,0.196,0.524,0.079,2001, F,1200000
276,Kornel David,DET,29.0,205.74,104.32616,27,2.3,1.9,0.3,-9.1,0.077,0.2,0.142,0.547,0.057,2001, F,498000
277,Jonathan Bender,IND,20.0,210.82,89.811216,59,3.3,1.3,0.5,-8.4,0.0279999999999999,0.11,0.203,0.447,0.111,2001, SF,2380000
278,Jud Buechler,DET,33.0,198.12,103.418976,57,3.4,1.6,0.7,0.0,0.0289999999999999,0.111,0.114,0.568,0.083,2001, G,3259000
279,Jumaine Jones,PHI,22.0,203.2,98.883056,65,4.7,2.9,0.5,-0.7,0.079,0.166,0.173,0.51,0.064,2001, SF,735000
280,Juwan Howard,DAL,28.0,205.74,113.398,81,18.0,7.1,2.8,-1.4,0.067,0.156,0.246,0.527,0.135,2001, PF,16875000
281,Karl Malone,UTA,37.0,205.74,116.119552,81,23.2,8.3,4.5,5.8,0.05,0.236,0.299,0.5720000000000001,0.2339999999999999,2001, PF,15750000
282,Keith Van Horn,NJN,25.0,208.28,115.66596,49,17.0,7.1,1.7,-4.0,0.052,0.182,0.2339999999999999,0.526,0.0819999999999999,2001, PF,9000000
283,Kelvin Cato,HOU,26.0,210.82,115.66596,35,4.7,4.0,0.3,8.8,0.093,0.162,0.12,0.606,0.0279999999999999,2001, C,5400000
284,Kenny Anderson,BOS,30.0,185.42,76.203456,33,7.5,2.2,4.1,-3.3,0.021,0.0819999999999999,0.1639999999999999,0.476,0.261,2001, PG,7520000
285,Kenny Thomas,HOU,23.0,203.2,117.93392,74,7.1,5.6,1.0,3.6,0.081,0.181,0.162,0.507,0.068,2001, PF,885000
286,Kenyon Martin,NJN,23.0,205.74,104.32616,68,12.0,7.4,1.9,-6.4,0.066,0.191,0.2,0.472,0.103,2001, PF,3536000
287,Keon Clark,TOR,26.0,210.82,100.243832,81,7.9,5.4,0.9,1.4,0.087,0.192,0.185,0.512,0.068,2001, PF,1379000
288,Kevin Edwards,VAN,35.0,190.5,95.25432,46,3.5,1.8,1.1,-3.2,0.0409999999999999,0.102,0.162,0.414,0.126,2001, G,548000
289,Kevin Garnett,MIN,25.0,210.82,99.79024,81,22.0,11.4,5.0,3.7,0.078,0.252,0.271,0.531,0.215,2001, PF,19600000
290,Kevin Ollie,PHI,28.0,187.96,88.45044,70,3.1,1.4,2.1,1.1,0.02,0.099,0.142,0.467,0.268,2001, PG,363000
291,Kevin Willis,DEN,38.0,213.36,111.13004,78,9.3,6.8,0.6,-6.6,0.104,0.217,0.207,0.478,0.048,2001, C,2700000
292,Keyon Dooling,LAC,21.0,195.58,87.543256,76,5.9,1.2,2.3,-0.4,0.008,0.07,0.1989999999999999,0.509,0.253,2001, PG,1538000
293,Kobe Bryant,LAL,22.0,200.66,95.25432,68,28.5,5.9,5.0,6.3,0.042,0.1169999999999999,0.315,0.552,0.22,2001, SF,10125000
294,Kurt Thomas,NYK,28.0,205.74,104.32616,77,10.4,6.7,0.8,7.4,0.105,0.191,0.184,0.5660000000000001,0.052,2001, PF,3680000
295,Scott Burrell,CHH,30.0,200.66,98.883056,4,4.3,0.8,0.3,-10.3,0.032,0.0559999999999999,0.196,0.507,0.048,2001, G,29000
296,Scott Williams,MIL,33.0,208.28,104.32616,66,6.1,5.5,0.5,12.2,0.088,0.239,0.153,0.514,0.04,2001, C,4200000
297,Tyrone Hill,PHI,33.0,205.74,113.398,76,9.6,9.0,0.6,3.8,0.1159999999999999,0.21,0.16,0.515,0.033,2001, PF,7415000
298,Tyrone Nesby,WAS,25.0,198.12,111.13004,62,8.3,2.8,1.2,-6.5,0.037,0.093,0.184,0.444,0.0819999999999999,2001, F,2990000
299,Tyronn Lue,LAL,24.0,182.88,80.73937600000001,38,3.4,0.8,1.2,-5.2,0.012,0.066,0.148,0.51,0.157,2001, PG,865000
300,Tyus Edney,IND,28.0,177.8,75.296272,24,4.4,1.0,2.3,-8.1,0.021,0.0819999999999999,0.225,0.49,0.3779999999999999,2001, G,523000
301,Vernon Maxwell,DAL,35.0,193.04,86.18248,43,4.7,1.5,1.1,0.1,0.0069999999999999,0.1,0.187,0.424,0.12,2001, G,161000
302,Vin Baker,SEA,29.0,210.82,113.398,76,12.2,5.7,1.2,-0.8,0.098,0.139,0.238,0.481,0.072,2001, PF,10125000
303,Vince Carter,TOR,24.0,198.12,102.0582,75,27.6,5.5,3.9,5.1,0.065,0.093,0.305,0.551,0.187,2001, G,2425000
304,Vinny Del Negro,PHX,34.0,193.04,90.7184,65,3.9,1.3,1.9,-2.1,0.0139999999999999,0.091,0.1369999999999999,0.501,0.213,2001, G,2100000
305,Vitaly Potapenko,BOS,26.0,208.28,129.27372,82,7.5,6.0,0.8,-2.2,0.121,0.192,0.166,0.517,0.059,2001, C,4286000
306,Vlade Divac,SAC,33.0,215.9,117.93392,81,12.0,8.3,2.9,5.4,0.096,0.205,0.2,0.536,0.143,2001, C,9641000
307,Vonteego Cummings,GSW,25.0,190.5,86.18248,66,7.3,2.1,3.4,-14.9,0.03,0.073,0.183,0.425,0.253,2001, PG,757000
308,Voshon Lenard,DEN,28.0,193.04,92.98636,80,12.2,2.9,2.4,-2.1,0.021,0.087,0.198,0.522,0.134,2001, SG,3780000
309,Wally Szczerbiak,MIN,24.0,200.66,110.676448,82,14.0,5.5,3.2,4.7,0.053,0.125,0.182,0.5660000000000001,0.141,2001, SG,2162000
310,Walter McCarty,BOS,27.0,208.28,104.32616,60,2.2,1.4,0.7,-2.7,0.057,0.141,0.147,0.474,0.136,2001, PF,2812000
311,Chris Garner,GSW,26.0,177.8,70.760352,8,2.4,1.5,2.3,-8.4,0.013,0.079,0.139,0.24,0.178,2001, G,32000
312,Wesley Person,CLE,30.0,198.12,90.7184,44,7.1,3.0,1.5,-1.9,0.0139999999999999,0.144,0.163,0.514,0.109,2001, SF,5600000
313,Will Perdue,POR,35.0,213.36,108.86208,13,1.1,1.4,0.2,3.7,0.14,0.293,0.085,0.6509999999999999,0.053,2001, C,2250000
314,Zan Tabak,IND,31.0,213.36,116.573144,55,3.9,3.9,0.6,1.4,0.104,0.203,0.161,0.523,0.07,2001, C,1210000
315,Zendon Hamilton,LAC,26.0,210.82,115.212368,3,3.0,2.7,0.0,-23.7,0.143,0.294,0.306,0.359,0.0,2001, C,316000
316,Zydrunas Ilgauskas,CLE,26.0,220.98,117.93392,24,11.7,6.7,0.8,-0.4,0.129,0.171,0.245,0.524,0.057,2001, C,10130000
317,Chris Dudley,PHX,36.0,210.82,117.93392,53,1.4,3.5,0.3,1.5,0.114,0.2239999999999999,0.084,0.405,0.04,2001, C,6200000
318,Chris Crawford,ATL,26.0,205.74,106.59412,47,6.8,2.3,0.8,-8.5,0.034,0.106,0.181,0.519,0.07,2001, SF,2250000
319,Chris Childs,TOR,33.0,190.5,88.45044,77,4.7,2.6,4.6,1.6,0.016,0.11,0.135,0.494,0.32,2001, G,4680000
320,Walt Williams,HOU,31.0,203.2,104.32616,72,8.3,3.4,1.3,2.4,0.023,0.151,0.187,0.527,0.102,2001, F,4500000
321,Troy Hudson,ORL,25.0,185.42,77.11064,75,4.8,1.4,2.2,-5.1,0.0409999999999999,0.075,0.22,0.427,0.2689999999999999,2001, PG,523000
322,Travis Knight,NYK,26.0,213.36,106.59412,45,0.6,1.2,0.1,-1.1,0.088,0.15,0.135,0.238,0.038,2001, C,3200000
323,Travis Best,IND,28.0,180.34,83.46092800000001,77,11.9,2.9,6.1,2.1,0.018,0.083,0.193,0.517,0.34,2001, PG,3250000
324,Corey Maggette,LAC,21.0,198.12,98.883056,69,10.0,4.2,1.2,-2.4,0.075,0.162,0.242,0.562,0.1119999999999999,2001, SF,1353000
325,Corey Benjamin,CHI,23.0,198.12,92.98636,65,4.7,1.5,1.1,-12.5,0.049,0.089,0.217,0.4529999999999999,0.148,2001, G,744000
326,Clifford Robinson,PHX,34.0,208.28,102.0582,82,16.4,4.1,2.9,2.2,0.043,0.095,0.251,0.501,0.155,2001, PF,6890000
327,Chucky Brown,CLE,33.0,203.2,99.79024,26,3.9,2.1,0.4,-6.4,0.027,0.1639999999999999,0.157,0.4639999999999999,0.054,2001, F,241000
328,Chucky Atkins,DET,26.0,180.34,72.57472,81,12.0,2.1,4.1,-1.2,0.013,0.067,0.213,0.481,0.2339999999999999,2001, PG,3000000
329,Christian Laettner,WAS,31.0,210.82,111.13004,78,9.3,4.7,1.6,-2.4,0.085,0.173,0.211,0.568,0.126,2001, PF,6625000
330,Chris Whitney,WAS,29.0,182.88,79.3786,59,9.5,1.8,4.2,-7.7,0.009,0.075,0.182,0.537,0.273,2001, PG,2370000
331,Chris Webber,SAC,28.0,208.28,111.13004,70,27.1,11.1,4.2,6.3,0.069,0.22,0.313,0.516,0.2019999999999999,2001, C,12000000
332,Chris Porter,GSW,23.0,200.66,98.883056,51,8.6,3.7,1.2,-13.4,0.071,0.103,0.204,0.434,0.088,2001, F,316000
333,Chris Mills,GSW,31.0,200.66,97.975872,15,12.0,6.2,1.2,-4.3,0.049,0.147,0.195,0.435,0.061,2001, SF,4800000
334,Chris Mihm,CLE,21.0,215.9,120.20188,59,7.6,4.7,0.3,-3.8,0.106,0.1669999999999999,0.203,0.5,0.024,2001, C,1923000
335,Chris Herren,BOS,25.0,187.96,86.18248,25,3.3,0.8,2.2,2.2,0.011,0.049,0.133,0.41,0.204,2001, G,423000
336,Tim Thomas,MIL,24.0,208.28,104.32616,76,12.6,4.1,1.8,7.0,0.044,0.128,0.214,0.5489999999999999,0.108,2001, PF,8507000
337,Todd MacCulloch,PHI,25.0,213.36,115.66596,63,4.1,2.7,0.2,0.1,0.135,0.182,0.181,0.607,0.03,2001, C,423000
338,Tom Gugliotta,PHX,31.0,208.28,108.86208,57,6.4,4.5,1.0,2.1,0.071,0.178,0.179,0.437,0.078,2001, PF,9336000
339,Tom Hammonds,MIN,34.0,205.74,97.52228,7,1.0,0.6,0.1,22.5,0.071,0.08,0.198,0.322,0.04,2001, F,1130000
340,Toni Kukoc,ATL,32.0,210.82,106.59412,65,11.1,4.0,3.1,4.5,0.05,0.1369999999999999,0.216,0.5529999999999999,0.207,2001, SF,7167000
341,Tony Battie,BOS,25.0,210.82,108.86208,40,6.5,5.8,0.4,-2.1,0.096,0.216,0.144,0.562,0.034,2001, C,3200000
342,Tony Delk,PHX,27.0,187.96,85.728888,82,12.3,3.2,2.0,2.0,0.038,0.093,0.217,0.49,0.118,2001, PG,2250000
