,player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,position,salary
4963,Goran Dragic,PHX,27.0,190.5,86.18248,77,14.7,3.1,7.4,-6.0,0.026,0.081,0.216,0.54,0.344,2013, PG,7500000
4964,Gordon Hayward,UTA,23.0,203.2,95.25432,72,14.1,3.1,3.0,1.8,0.0279999999999999,0.098,0.217,0.564,0.163,2013, SF,2709720
4965,Grant Hill,LAC,40.0,203.2,102.0582,29,3.2,1.7,0.9,0.6,0.016,0.105,0.142,0.428,0.09,2013, SF,1975000
4966,JR Smith,NYK,27.0,198.12,99.79024,80,18.1,5.3,2.7,5.9,0.027,0.162,0.264,0.522,0.147,2013, SG,2806452
4967,JaVale McGee,DEN,25.0,213.36,114.305184,79,9.1,4.8,0.3,3.5,0.129,0.166,0.211,0.589,0.027,2013, C,10000000
4968,Greivis Vasquez,NOH,26.0,198.12,95.707912,78,13.9,4.3,9.0,-4.3,0.019,0.132,0.2289999999999999,0.502,0.432,2013, PG,1191240
4969,Evan Fournier,DEN,20.0,198.12,90.7184,38,5.3,0.9,1.2,7.7,0.016,0.066,0.204,0.597,0.153,2013, SG,1361400
4970,Jason Richardson,PHI,32.0,198.12,102.0582,33,10.5,3.8,1.5,0.3,0.022,0.14,0.187,0.495,0.081,2013, SG,5799625
4971,Jason Smith,NOH,27.0,213.36,108.86208,51,8.2,3.6,0.7,-3.8,0.088,0.1639999999999999,0.24,0.544,0.072,2013, F,2500000
4972,Jason Terry,BOS,35.0,187.96,81.64656,79,10.1,2.0,2.5,0.3,0.011,0.077,0.179,0.5660000000000001,0.152,2013, G,5000000
4973,Jason Thompson,SAC,26.0,210.82,113.398,82,10.9,6.7,1.0,-5.2,0.085,0.1989999999999999,0.184,0.5329999999999999,0.059,2013, PF,5250000
4974,Jeff Adrien,CHA,27.0,201.0,111.0,52,4.0,3.8,0.7,-8.0,0.106,0.213,0.157,0.493,0.0819999999999999,2013, SF,916099
4975,Jeff Green,BOS,26.0,205.74,106.59412,81,12.8,3.9,1.6,0.0,0.03,0.132,0.22,0.561,0.1,2013, PF,8385000
4976,Jeff Teague,ATL,25.0,187.96,82.10015200000001,80,14.6,2.3,7.2,1.3,0.011,0.067,0.2289999999999999,0.5429999999999999,0.348,2013, PG,2433077
4977,Jeffery Taylor,CHA,24.0,200.66,102.0582,77,6.1,1.9,0.8,-8.9,0.038,0.075,0.15,0.531,0.072,2013, SF,788872
4978,Jeremy Evans,UTA,25.0,205.74,87.996848,37,2.0,1.6,0.3,4.4,0.131,0.162,0.13,0.6409999999999999,0.076,2013, F,1794872
4979,Jeremy Lamb,OKC,21.0,195.58,81.64656,23,3.1,0.8,0.2,-13.7,0.035,0.098,0.252,0.479,0.063,2013, SG,2111160
4980,Jeremy Lin,HOU,24.0,190.5,90.7184,82,13.4,3.0,6.1,2.4,0.0139999999999999,0.091,0.208,0.5379999999999999,0.29,2013, G,8374646
4981,Jeremy Pargo,PHI,27.0,187.96,99.336648,39,6.8,1.3,2.4,-10.4,0.013,0.077,0.228,0.478,0.254,2013, PG,264527
4982,Jae Crowder,DAL,22.0,198.12,106.59412,78,5.0,2.4,1.2,0.7,0.0289999999999999,0.128,0.151,0.491,0.103,2013, SF,600491
4983,Jeremy Tyler,ATL,22.0,208.28,117.93392,21,1.0,1.0,0.0,7.0,0.1,0.226,0.216,0.413,0.0279999999999999,2013, C,762195
4984,Jermaine O'Neal,PHX,34.0,210.82,115.66596,55,8.3,5.3,0.8,-6.8,0.093,0.2289999999999999,0.221,0.5379999999999999,0.074,2013, C,854389
4985,Jason Maxiell,DET,30.0,200.66,117.93392,72,6.9,5.7,0.8,-6.1,0.086,0.177,0.156,0.478,0.049,2013, PF,5000000
4986,Jason Kidd,NYK,40.0,193.04,95.25432,76,6.0,4.3,3.3,5.5,0.027,0.161,0.115,0.532,0.178,2013, PG,3090000
4987,Jeff Ayres,IND,26.0,205.74,113.398,37,3.9,2.8,0.4,9.6,0.088,0.201,0.191,0.5329999999999999,0.068,2013, F,1500000
4988,Jason Collins,WAS,34.0,213.36,115.66596,38,1.1,1.6,0.2,1.0,0.064,0.115,0.074,0.476,0.0289999999999999,2013, C,854389
4989,Jamal Crawford,LAC,33.0,195.58,90.7184,76,16.5,1.7,2.5,7.4,0.012,0.054,0.257,0.5579999999999999,0.148,2013, SG,5225000
4990,Jameer Nelson,ORL,31.0,182.88,86.18248,56,14.7,3.7,7.4,-4.9,0.013,0.107,0.226,0.498,0.326,2013, G,8600000
4991,Jamaal Tinsley,UTA,35.0,190.5,89.357624,66,3.5,1.7,4.4,0.1,0.017,0.093,0.135,0.467,0.354,2013, PG,1352181
4992,James Anderson,HOU,24.0,198.12,97.52228,39,3.8,1.8,1.1,11.9,0.054,0.141,0.175,0.539,0.144,2013, SG,532737
4993,James Harden,HOU,23.0,195.58,99.79024,78,25.9,4.9,5.8,2.7,0.024,0.119,0.289,0.6,0.257,2013, SG,5820417
4994,James Johnson,SAC,26.0,205.74,112.490816,54,5.1,2.7,1.1,-15.5,0.061,0.132,0.192,0.442,0.11,2013, PF,2812006
4995,James White,NYK,30.0,200.66,97.52228,57,2.2,0.8,0.5,-6.1,0.013,0.123,0.154,0.503,0.107,2013, SG,854389
4996,Jan Vesely,WAS,23.0,210.82,108.86208,51,2.5,2.4,0.5,-3.1,0.084,0.151,0.122,0.48,0.069,2013, PF,3340920
4997,James Jones,MIA,32.0,203.2,97.52228,38,1.6,0.6,0.3,1.1,0.0,0.102,0.146,0.478,0.11,2013, SG,1500000
4998,Jared Cunningham,DAL,22.0,193.04,88.45044,8,2.0,0.4,0.1,-12.5,0.045,0.087,0.295,0.5379999999999999,0.111,2013, G,1156320
4999,Jared Dudley,PHX,27.0,200.66,102.0582,79,10.9,3.1,2.6,-4.2,0.04,0.088,0.173,0.5820000000000001,0.147,2013, SF,4250000
5000,Jared Jeffries,POR,31.0,210.82,108.86208,38,1.2,1.6,0.4,2.8,0.09,0.125,0.108,0.3429999999999999,0.0579999999999999,2013, PF,1475106
5001,Jared Sullinger,BOS,21.0,205.74,117.93392,45,6.0,5.9,0.8,3.7,0.125,0.225,0.149,0.534,0.062,2013, C,1306920
5002,Jarrett Jack,GSW,29.0,190.5,89.357624,79,12.9,3.1,5.6,2.2,0.01,0.1,0.211,0.542,0.3,2013, G,5400000
5003,Jarvis Varnado,MIA,25.0,205.74,104.32616,13,0.6,0.7,0.2,-16.3,0.043,0.143,0.133,0.457,0.107,2013, PF,788872
5004,Rasual Butler,IND,35.0,200.66,97.52228,50,2.7,0.8,0.3,-5.9,0.018,0.1,0.157,0.585,0.075,2014, SF,884293
5005,Quincy Pondexter,MEM,26.0,198.12,102.0582,15,6.3,1.7,1.3,-18.1,0.043,0.075,0.183,0.52,0.126,2014, F,2225479
5006,Rashard Lewis,MIA,34.0,208.28,106.59412,60,4.5,1.8,1.0,4.4,0.033,0.108,0.143,0.535,0.088,2014, PF,1399507
5007,Randy Foye,DEN,30.0,193.04,96.615096,81,13.2,2.9,3.5,-3.2,0.015,0.086,0.185,0.5579999999999999,0.173,2014, SG,3000000
5008,Ramon Sessions,MIL,28.0,190.5,86.18248,83,12.3,2.4,4.1,-3.7,0.019,0.085,0.223,0.539,0.258,2014, G,5000000
5009,Rajon Rondo,BOS,28.0,185.42,84.368112,30,11.7,5.5,9.8,-10.7,0.023,0.184,0.209,0.461,0.48,2014, PG,11954545
5010,Quincy Miller,DEN,21.0,205.74,95.25432,52,4.9,2.8,0.5,-4.3,0.049,0.158,0.173,0.4589999999999999,0.047,2014, SF,788872
5011,Paul Pierce,BKN,36.0,200.66,106.59412,75,13.5,4.6,2.4,2.2,0.015,0.185,0.226,0.595,0.146,2014, SF,15333334
5012,Phil Pressey,BOS,23.0,180.34,79.3786,75,2.8,1.4,3.2,-0.9,0.021,0.088,0.143,0.39,0.305,2014, PG,490180
5013,Peyton Siva,DET,23.0,182.88,83.91452,24,2.3,0.6,1.4,-6.3,0.009,0.065,0.165,0.425,0.258,2014, PG,490180
5014,Pero Antic,ATL,31.0,210.82,117.93392,50,7.0,4.2,1.2,3.8,0.07,0.1889999999999999,0.182,0.545,0.1,2014, PF,1200000
5015,Paul George,IND,24.0,205.74,99.79024,80,21.7,6.8,3.5,6.4,0.026,0.177,0.282,0.555,0.177,2014, SG,3282003
5016,Paul Millsap,ATL,29.0,203.2,114.758776,74,17.9,8.5,3.1,1.4,0.072,0.215,0.254,0.545,0.16,2014, PF,9500000
5017,Ray Allen,MIA,38.0,195.58,92.98636,73,9.6,2.8,2.0,4.6,0.015,0.118,0.168,0.59,0.1169999999999999,2014, SG,3229050
5018,Quincy Acy,SAC,23.0,200.66,102.0582,63,2.7,3.4,0.4,-7.8,0.092,0.19,0.1009999999999999,0.52,0.051,2014, F,788872
5019,Ray McCallum,SAC,23.0,190.5,86.18248,45,6.2,1.8,2.7,-6.0,0.022,0.079,0.179,0.439,0.216,2014, PG,524616
5020,Reggie Bullock,LAC,23.0,200.66,92.98636,43,2.7,1.3,0.3,-0.8,0.03,0.113,0.154,0.46,0.049,2014, SF,1149000
5021,Pau Gasol,LAL,33.0,213.36,113.398,60,17.4,9.7,3.4,-9.1,0.071,0.254,0.264,0.522,0.184,2014, PF,19285850
5022,Roy Hibbert,IND,27.0,218.44,131.54168,81,10.8,6.6,1.1,7.5,0.1009999999999999,0.146,0.195,0.499,0.06,2014, C,14283844
5023,Ronny Turiaf,MIN,31.0,208.28,109.315672,31,4.8,5.6,0.8,-1.1,0.096,0.213,0.1119999999999999,0.578,0.06,2014, C,1500000
5024,Ronnie Brewer,CHI,29.0,200.66,106.59412,24,0.3,0.6,0.4,-9.7,0.015,0.077,0.053,0.22,0.085,2014, SF,69792
5025,Rodney Stuckey,DET,28.0,195.58,92.98636,73,13.9,2.3,2.1,-4.9,0.022,0.077,0.246,0.516,0.129,2014, PG,8500000
5026,Robin Lopez,POR,26.0,213.36,115.66596,82,11.1,8.5,0.9,5.8,0.1369999999999999,0.152,0.141,0.605,0.0409999999999999,2014, C,5904261
5027,Robert Sacre,LAL,25.0,213.36,117.93392,65,5.4,3.9,0.8,-5.7,0.079,0.174,0.155,0.513,0.072,2014, C,788872
5028,Robert Covington,HOU,23.0,205.74,97.52228,7,2.3,0.7,0.0,27.1,0.065,0.083,0.203,0.5710000000000001,0.0,2014, PF,490180
5029,Robbie Hummel,MIN,25.0,203.2,99.79024,53,3.4,2.5,0.4,1.1,0.057,0.1669999999999999,0.126,0.492,0.052,2014, SF,490180
5030,Ricky Rubio,MIN,23.0,193.04,83.91452,82,9.5,4.2,8.6,5.3,0.025,0.122,0.162,0.491,0.362,2014, PG,3678358
5031,Ricky Ledo,DAL,21.0,200.66,88.45044,11,1.7,0.2,0.2,13.8,0.0,0.061,0.293,0.506,0.1,2014, SG,544000
5032,Richard Jefferson,UTA,34.0,200.66,106.140528,82,10.1,2.7,1.6,-10.1,0.009,0.108,0.173,0.573,0.098,2014, F,11046000
5033,Reggie Jackson,OKC,24.0,190.5,94.347136,80,13.1,3.9,4.1,8.0,0.022,0.128,0.2269999999999999,0.527,0.231,2014, PG,1260360
5034,Reggie Evans,SAC,34.0,203.2,111.13004,54,4.0,6.2,0.4,-7.0,0.142,0.296,0.131,0.516,0.037,2014, C,1695635
5035,Raymond Felton,NYK,30.0,185.42,92.98636,65,9.7,3.0,5.6,-0.3,0.031,0.085,0.182,0.476,0.275,2014, G,3637073
5036,Mike Miller,MEM,34.0,203.2,98.883056,82,7.1,2.5,1.6,-2.5,0.02,0.126,0.144,0.619,0.1159999999999999,2014, SG,884293
5037,Patrick Patterson,TOR,25.0,205.74,106.59412,65,8.5,5.3,1.2,6.0,0.085,0.172,0.173,0.5329999999999999,0.083,2014, PF,3105302
5038,Nate Robinson,DEN,30.0,175.26,81.64656,44,10.4,1.8,2.5,6.7,0.0279999999999999,0.073,0.246,0.544,0.226,2014, PG,2016000
5039,Nando De Colo,TOR,27.0,195.58,88.45044,47,3.8,1.6,1.4,-0.7,0.033,0.139,0.186,0.526,0.203,2014, G,1463000
5040,Monta Ellis,DAL,28.0,190.5,83.91452,82,19.0,3.6,5.7,1.4,0.015,0.0969999999999999,0.26,0.532,0.245,2014, SG,8000000
5041,Mo Williams,POR,31.0,185.42,88.45044,74,9.7,2.1,4.3,0.2,0.025,0.065,0.203,0.507,0.266,2014, PG,2652000
5042,Mirza Teletovic,BKN,28.0,205.74,109.769264,72,8.6,3.7,0.8,-3.4,0.05,0.175,0.2019999999999999,0.5589999999999999,0.069,2014, PF,3229050
5043,Miroslav Raduljica,MIL,26.0,213.36,113.398,48,3.8,2.3,0.5,-6.1,0.129,0.136,0.172,0.603,0.084,2014, C,1500000
5044,Nate Wolters,MIL,23.0,193.04,86.18248,58,7.2,2.6,3.2,-1.8,0.0279999999999999,0.102,0.1669999999999999,0.486,0.2269999999999999,2014, PG,500000
5045,Miles Plumlee,PHX,25.0,210.82,115.66596,80,8.1,7.8,0.5,1.7,0.111,0.24,0.163,0.529,0.033,2014, C,1121520
5046,Mike Muscala,ATL,22.0,210.82,108.408488,20,3.8,2.6,0.4,-20.3,0.089,0.206,0.192,0.48,0.0579999999999999,2014, PF,138404
5047,Mike James,CHI,39.0,187.96,85.275296,11,1.0,0.6,1.5,-5.1,0.0,0.121,0.175,0.251,0.347,2014, PG,57627
5048,Mike Dunleavy,CHI,33.0,205.74,104.32616,82,11.3,4.2,2.3,2.7,0.021,0.13,0.17,0.5489999999999999,0.119,2014, SG,3183000
5049,Mike Conley,MEM,26.0,185.42,83.91452,73,17.2,2.9,6.0,1.4,0.019,0.084,0.244,0.545,0.293,2014, PG,8600001
5050,Rudy Gay,SAC,27.0,203.2,104.32616,73,20.0,6.0,2.9,-1.9,0.051,0.149,0.2739999999999999,0.54,0.146,2014, SF,17888932
5051,Michael Kidd-Gilchrist,CHA,20.0,200.66,105.233344,62,7.2,5.2,0.8,2.0,0.085,0.161,0.155,0.516,0.055,2014, SF,4809840
5052,Mike Scott,ATL,25.0,203.2,107.501304,80,9.6,3.6,0.9,-6.3,0.049,0.175,0.239,0.5589999999999999,0.091,2014, PF,788872
5053,Patty Mills,SAS,25.0,182.88,83.91452,81,10.2,2.1,1.8,10.8,0.026,0.095,0.225,0.588,0.157,2014, PG,1133950
5054,Nazr Mohammed,CHI,36.0,208.28,113.398,80,1.6,2.2,0.3,-0.6,0.136,0.21,0.148,0.445,0.066,2014, C,884293
5055,Patrick Beverley,HOU,25.0,185.42,83.91452,56,10.2,3.5,2.7,9.1,0.051,0.076,0.149,0.545,0.123,2014, PG,788872
5056,Pablo Prigioni,NYK,37.0,190.5,83.91452,66,3.8,2.0,3.5,1.7,0.033,0.095,0.095,0.642,0.258,2014, PG,1591350
5057,Otto Porter Jr.,WAS,21.0,203.2,89.811216,37,2.1,1.5,0.3,-4.8,0.076,0.145,0.152,0.405,0.051,2014, SF,4278000
5058,Othyus Jeffers,MIN,28.0,195.58,95.25432,6,1.5,1.5,0.2,29.7,0.038,0.186,0.09,0.58,0.026,2014, SG,52017
5059,Omri Casspi,HOU,26.0,205.74,102.0582,71,6.9,3.7,1.2,6.2,0.05,0.165,0.181,0.528,0.105,2014, F,947907
5060,Nemanja Nedovic,GSW,23.0,190.5,87.089664,24,1.1,0.6,0.5,-19.8,0.023,0.09,0.17,0.306,0.16,2014, PG,1056720
5061,Omer Asik,HOU,27.0,213.36,115.66596,48,5.8,7.9,0.5,3.4,0.12,0.293,0.136,0.57,0.039,2014, C,8374646
5062,O.J. Mayo,MIL,26.0,193.04,95.25432,52,11.7,2.4,2.2,-13.9,0.019,0.086,0.2289999999999999,0.516,0.152,2014, SG,8000000
5063,Norris Cole,MIA,25.0,187.96,79.3786,82,6.4,2.0,3.0,4.1,0.011,0.088,0.157,0.497,0.187,2014, F,1129200
5064,Nikola Vucevic,ORL,23.0,213.36,113.398,57,14.2,11.0,1.8,-5.1,0.113,0.273,0.216,0.536,0.098,2014, C,1793520
5065,Nikola Pekovic,MIN,28.0,210.82,129.27372,54,17.5,8.7,0.9,5.7,0.132,0.178,0.225,0.5820000000000001,0.049,2014, C,12100000
5066,Nick Young,LAL,29.0,200.66,95.25432,64,17.9,2.6,1.5,-2.2,0.017,0.0819999999999999,0.27,0.564,0.091,2014, G,1106942
5067,Nick Collison,OKC,33.0,208.28,115.66596,81,4.2,3.6,1.3,12.2,0.102,0.145,0.1159999999999999,0.599,0.108,2014, F,2585668
5068,Nick Calathes,MEM,25.0,198.12,96.615096,71,4.9,1.9,2.9,1.9,0.025,0.113,0.177,0.506,0.273,2014, SG,490180
5069,Ognjen Kuzmic,GSW,24.0,213.36,113.851592,21,0.7,1.0,0.1,-27.3,0.105,0.143,0.126,0.42,0.034,2014, C,490180
5070,Rudy Gobert,UTA,22.0,215.9,111.13004,45,2.3,3.4,0.2,-3.4,0.13,0.262,0.1369999999999999,0.507,0.026,2014, C,1078800
5071,Wesley Matthews,POR,27.0,195.58,99.79024,82,16.4,3.5,2.4,4.9,0.02,0.09,0.196,0.588,0.109,2014, SG,6875480
5072,Ryan Anderson,NOP,26.0,208.28,108.86208,22,19.8,6.5,0.8,1.7,0.089,0.111,0.22,0.5720000000000001,0.032,2014, PF,8308500
5073,Tyler Hansbrough,TOR,28.0,205.74,113.398,64,4.9,4.5,0.3,0.1,0.143,0.211,0.148,0.562,0.0289999999999999,2014, PF,3183000
5074,Ty Lawson,DEN,26.0,180.34,88.45044,62,17.6,3.5,8.8,-1.6,0.02,0.085,0.225,0.5539999999999999,0.369,2014, G,10786517
5075,Troy Daniels,HOU,22.0,193.04,92.532768,5,8.4,0.8,1.0,22.0,0.0,0.07,0.206,0.677,0.114,2014, SG,158588
5076,Tristan Thompson,CLE,23.0,205.74,107.954896,82,11.7,9.2,0.9,-4.9,0.114,0.218,0.175,0.528,0.044,2014, C,4062000
5077,Trey Burke,UTA,21.0,185.42,86.18248,70,12.8,3.0,5.7,-6.4,0.018,0.09,0.2189999999999999,0.473,0.28,2014, PG,2438760
5078,Trevor Booker,WAS,26.0,203.2,106.59412,72,6.8,5.3,0.9,-1.3,0.108,0.178,0.144,0.563,0.061,2014, F,2350820
5079,Trevor Ariza,WAS,28.0,203.2,99.79024,77,14.4,6.2,2.5,3.5,0.0409999999999999,0.16,0.175,0.59,0.105,2014, SF,7727280
5080,Tyler Zeller,CLE,24.0,213.36,114.758776,70,5.7,4.0,0.5,-0.2,0.1119999999999999,0.191,0.172,0.581,0.055,2014, C,1633440
5081,Travis Outlaw,SAC,29.0,205.74,93.893544,63,5.4,2.7,0.8,-4.7,0.037,0.136,0.156,0.492,0.076,2014, SF,3000000
5082,Tony Wroten,PHI,21.0,198.12,92.98636,72,13.0,3.2,3.0,-12.1,0.0409999999999999,0.099,0.275,0.493,0.21,2014, SG,1160040
5083,Tony Snell,CHI,22.0,200.66,90.7184,77,4.5,1.6,0.9,-4.2,0.018,0.095,0.151,0.489,0.095,2014, SF,1409040
5084,Tony Parker,SAS,32.0,187.96,83.91452,68,16.7,2.3,5.7,6.7,0.01,0.075,0.266,0.555,0.31,2014, G,12500000
5085,Tony Mitchell,DET,22.0,203.2,106.59412,21,1.0,1.2,0.1,2.6,0.174,0.177,0.132,0.54,0.04,2014, PF,500000
5086,Tony Mitchell,MIL,24.0,198.12,97.975872,3,2.0,0.3,0.3,3.1,0.1669999999999999,0.0,0.242,0.6,0.2,2014, PF,500000
5087,Tony Allen,MEM,32.0,193.04,96.615096,55,9.0,3.8,1.7,3.8,0.073,0.121,0.1989999999999999,0.531,0.115,2014, SG,4494383
5088,Toure' Murry,NYK,24.0,195.58,88.45044,51,2.7,0.9,1.0,-1.3,0.04,0.091,0.218,0.479,0.215,2014, SF,490180
5089,Tyreke Evans,NOP,24.0,198.12,99.79024,72,14.5,4.7,5.0,-4.4,0.043,0.153,0.272,0.504,0.313,2014, G,11796247
5090,Tyson Chandler,NYK,31.0,215.9,108.86208,55,8.7,9.6,1.1,0.4,0.11,0.264,0.129,0.615,0.054,2014, C,14100538
5091,Michael Carter-Williams,PHI,22.0,198.12,83.91452,70,16.7,6.2,6.3,-9.1,0.043,0.158,0.256,0.48,0.292,2014, PG,2200920
5092,Zaza Pachulia,MIL,30.0,210.82,124.7378,53,7.7,6.3,2.6,-8.6,0.119,0.177,0.1689999999999999,0.502,0.16,2014, C,5200000
5093,Zach Randolph,MEM,32.0,205.74,117.93392,79,17.4,10.1,2.5,1.5,0.1159999999999999,0.235,0.261,0.51,0.124,2014, F,18238333
5094,Xavier Henry,LAL,23.0,198.12,99.79024,43,10.0,2.7,1.2,-1.1,0.0289999999999999,0.104,0.2269999999999999,0.511,0.09,2014, SG,884293
5095,Wilson Chandler,DEN,27.0,203.2,102.0582,62,13.6,4.7,1.8,-4.6,0.032,0.134,0.195,0.526,0.093,2014, SF,6344164
5096,Willie Green,LAC,32.0,190.5,91.171992,55,5.0,1.4,0.9,6.0,0.016,0.081,0.166,0.477,0.09,2014, SG,1399507
5097,Will Bynum,DET,31.0,182.88,83.91452,56,8.7,1.8,3.9,-5.7,0.024,0.0819999999999999,0.238,0.502,0.327,2014, PG,2790343
5098,Will Barton,POR,23.0,198.12,79.3786,41,4.0,1.8,0.8,-0.7,0.044,0.154,0.216,0.488,0.149,2014, SF,788872
5099,Wesley Johnson,LAL,26.0,200.66,97.52228,79,9.1,4.4,1.6,-7.6,0.033,0.132,0.151,0.522,0.0819999999999999,2014, F,884293
5100,Wayne Ellington,DAL,26.0,193.04,90.7184,45,3.2,1.0,0.4,-3.3,0.023,0.107,0.158,0.5539999999999999,0.068,2014, SG,2652000
5101,Vitor Faverani,BOS,26.0,210.82,117.93392,37,4.4,3.5,0.4,-9.4,0.0969999999999999,0.195,0.191,0.502,0.059,2014, C,2000000
5102,Vince Carter,DAL,37.0,198.12,99.79024,81,11.9,3.5,2.6,3.0,0.038,0.125,0.2289999999999999,0.539,0.17,2014, G,3180000
5103,Victor Oladipo,ORL,22.0,193.04,97.52228,80,13.8,4.1,4.1,-4.9,0.02,0.129,0.243,0.514,0.225,2014, SG,4763760
5104,Victor Claver,POR,25.0,205.74,101.604608,21,2.2,1.9,0.6,9.1,0.0579999999999999,0.153,0.147,0.502,0.094,2014, PF,1330000
5105,Udonis Haslem,MIA,34.0,203.2,106.59412,46,3.8,3.8,0.3,-2.4,0.079,0.259,0.142,0.523,0.032,2014, PF,4340000
5106,Toney Douglas,MIA,28.0,187.96,88.45044,51,4.0,1.7,1.3,0.8,0.031,0.12,0.166,0.493,0.157,2014, PG,1600000
5107,Russell Westbrook,OKC,25.0,190.5,90.7184,46,21.8,5.7,6.9,8.3,0.046,0.153,0.3329999999999999,0.545,0.38,2014, PG,14693906
5108,Tobias Harris,ORL,21.0,205.74,106.59412,61,14.6,7.0,1.3,-6.5,0.052,0.209,0.222,0.542,0.077,2014, SF,1545840
5109,Tim Hardaway Jr.,NYK,22.0,198.12,92.98636,81,10.2,1.5,0.8,-5.9,0.012,0.066,0.192,0.5539999999999999,0.059,2014, SG,1196760
5110,Shavlik Randolph,PHX,30.0,208.28,107.047712,14,1.4,1.8,0.1,21.2,0.0969999999999999,0.2019999999999999,0.1119999999999999,0.531,0.0139999999999999,2014, PF,306037
5111,Shaun Livingston,BKN,28.0,200.66,79.3786,76,8.3,3.2,3.2,2.3,0.0409999999999999,0.11,0.163,0.551,0.201,2014, G,884293
5112,Shannon Brown,NYK,28.0,193.04,95.25432,29,2.2,1.0,0.3,-7.8,0.032,0.098,0.17,0.419,0.059,2014, PG,188438
5113,Shane Larkin,DAL,21.0,180.34,79.83219199999998,48,2.8,0.9,1.5,5.2,0.025,0.078,0.173,0.446,0.208,2014, G,1536960
5114,Shane Battier,MIA,35.0,203.2,99.79024,73,4.1,1.9,0.9,8.5,0.03,0.087,0.099,0.523,0.057,2014, SF,3270000
5115,Shabazz Muhammad,MIN,21.0,198.12,100.697424,37,3.9,1.4,0.2,-14.0,0.088,0.104,0.2319999999999999,0.505,0.038,2014, F,1887120
5116,Shawn Marion,DAL,36.0,200.66,103.418976,76,10.4,6.5,1.6,0.0,0.064,0.1689999999999999,0.158,0.537,0.076,2014, SG,9316796
5117,Serge Ibaka,OKC,24.0,208.28,111.13004,81,15.1,8.8,1.0,7.4,0.1,0.191,0.196,0.5760000000000001,0.051,2014, C,12350000
5118,Scotty Hopson,CLE,24.0,200.66,92.532768,2,0.5,0.0,0.5,-13.1,0.0,0.0,0.307,0.102,0.2,2014, G,1388400
5119,Samuel Dalembert,DAL,34.0,210.82,113.398,80,6.6,6.8,0.5,1.8,0.146,0.242,0.15,0.605,0.035,2014, C,3700748
5120,Ryan Kelly,LAL,23.0,210.82,104.32616,59,8.0,3.7,1.6,-3.3,0.035,0.145,0.159,0.5479999999999999,0.104,2014, PF,490180
5121,Ryan Hollins,LAC,29.0,213.36,108.86208,61,2.3,1.5,0.1,6.3,0.076,0.126,0.12,0.73,0.026,2014, C,884293
5122,Sergey Karasev,CLE,20.0,200.66,88.904032,22,1.7,0.7,0.3,-15.6,0.0,0.121,0.144,0.47,0.059,2014, SG,1467840
5123,Shelvin Mack,ATL,24.0,190.5,93.893544,73,7.5,2.2,3.7,-1.5,0.017,0.108,0.191,0.51,0.288,2014, G,884293
5124,Solomon Hill,IND,23.0,200.66,102.0582,28,1.7,1.5,0.4,2.1,0.045,0.153,0.114,0.545,0.078,2014, SF,1246680
5125,Tim Duncan,SAS,38.0,210.82,113.398,74,15.1,9.7,3.0,6.6,0.086,0.282,0.254,0.535,0.159,2014, C,10361446
5126,Tiago Splitter,SAS,29.0,210.82,111.13004,59,8.2,6.2,1.5,10.5,0.106,0.196,0.174,0.5720000000000001,0.103,2014, C,10000000
5127,Thomas Robinson,POR,23.0,208.28,107.501304,70,4.8,4.4,0.5,-4.7,0.132,0.254,0.1969999999999999,0.502,0.061,2014, F,3526440
5128,Thaddeus Young,PHI,26.0,203.2,104.32616,79,17.9,6.0,2.3,-11.6,0.063,0.129,0.241,0.512,0.114,2014, PF,8850000
5129,Thabo Sefolosha,OKC,30.0,200.66,100.697424,61,6.3,3.6,1.5,4.8,0.037,0.113,0.119,0.517,0.0819999999999999,2014, SF,3900000
5130,Terrence Ross,TOR,23.0,198.12,88.45044,81,10.9,3.1,1.0,4.0,0.023,0.113,0.186,0.5529999999999999,0.06,2014, SG,2678640
5131,Terrence Jones,HOU,22.0,205.74,114.305184,76,12.1,6.9,1.1,4.1,0.092,0.185,0.185,0.5770000000000001,0.067,2014, PF,1551840
5132,Tayshaun Prince,MEM,34.0,205.74,97.52228,76,6.0,3.1,1.6,0.7,0.019,0.123,0.136,0.4379999999999999,0.09,2014, SF,7235955
5133,Taj Gibson,CHI,29.0,205.74,102.0582,82,13.0,6.8,1.1,3.6,0.102,0.165,0.2319999999999999,0.524,0.075,2014, C,7550000
5134,Steven Adams,OKC,20.0,213.36,115.66596,81,3.3,4.1,0.5,3.8,0.142,0.178,0.1159999999999999,0.541,0.05,2014, C,2090880
5135,Steve Novak,TOR,31.0,208.28,106.59412,54,3.3,1.1,0.2,0.6,0.016,0.111,0.125,0.599,0.038,2014, SF,3750000
5136,Steve Nash,LAL,40.0,190.5,80.73937600000001,15,6.8,1.9,5.7,-9.3,0.012,0.086,0.186,0.488,0.428,2014, PG,9300500
5137,Steve Blake,GSW,34.0,190.5,78.017824,55,6.9,2.9,5.6,-4.9,0.009,0.105,0.14,0.508,0.303,2014, PG,4000000
5138,Stephen Curry,GSW,26.0,190.5,83.91452,78,24.0,4.3,8.5,9.4,0.018,0.108,0.281,0.61,0.372,2014, PG,9887642
